intellect,n.智力
intent,"n.意图,目的,意向,[律](犯罪或侵权行为的)故意adj.专心的,决心的,热心的"
jackpot,"n.[桥牌] 累积赌注,累积奖金"
lessen,"v.减少,减轻"
maximize,"vt.取...最大值,最佳化"
nuisance,"n.讨厌的人或东西,麻烦事,损害"
outpouring,"n.倾泄,流出,流露"
prompting,"n.促进,激励,提示"
rescue,"vt.援救,营救n.援救,营救"
Saturday,
shorten,"v.缩短,(使)变短"
sparingly,"adv.节俭地,保守地"
taxpayer,"n.纳税人,所收租金只够支付地产税的建筑物"
tort,n.[律]民事侵权行为
watcher,"n.看守人,岗哨,观察者,注视者"
wire,"n.金属丝,电线,电报,电信,铁丝网vt.用金属丝卷起,拍电报vi.打电报adj.金属丝制的"
along,"adv.往前,向前 prep.顺着,沿着"
city,"n.城市,都市,全体居民,城邦"
develop,"vt.发展,发达,发扬,进步,逐步展开(情节,音乐主题,方程式等)洗印,显影vi.发展,生长,发育,逐步显示出来"
foot,"n.足,底部,英尺,音步(英诗),步调,步兵,末尾vt.走在...上,支付,给...换底,结算vi.步行,跳舞,总计"
innocent,"adj.(～ of) 清白的,无罪的,天真的,无知的"
parachute,n.降落伞
moment,"adj.片刻的,瞬间的,力矩的n.瞬间"
renege,"vi.食言,违例出牌vt.否认,拒绝n.出牌违例"
short,"n.简略,短路,短裤adj.短的,矮的,不足的,不够的,(智力等)弱的,浅薄的,松脆的,简短adv.突然,缺乏,不足"
trail,"n.踪迹,痕迹,形迹vt.跟踪,追踪,拉,拖,拖拉,(指植物)蔓生,蔓延,(指人)没精打采地走"
brochure,n.小册子
devil,"n.魔鬼,恶棍"
eve,"n.[诗]黄昏,前夕,前日 Eve 伊夫(女子名)"
force,"n.力量,武力,精力,魄力,势力,暴力,[复]军队,影响力vt.强制,强加,(用武力)夺取,促使,推动,施加压力"
money,"n.货币,钱,金钱"
renew,"vt.使更新,使恢复,重申,补充,续借,复兴vi.更新,重新开始"
shoulder,"n.肩,肩部,侧翼vt.肩负,承当"
train,"n.火车,列车,行列,后果,顺序,长队,长袍(裙)拖地的部分,导火线vt.训练,培养,瞄准,(园艺)整枝vi.锻炼"
brown,"n.褐色adj.褐色的,棕色的v.(使)成褐色,晒黑"
clamp,"n.夹子,夹具,夹钳vt.夹住,夹紧"
devote,"vt.投入于,献身"
even,"adj.平的,平滑的,偶数的,一致的,平静的,恰好的,平均的,连贯的adv.[加强语气]甚至(...也),连...都,即使,恰好,正当vt.使平坦,使相等vi.变平,相等n.偶数,偶校验"
primitive,"adj.原始的,远古的,粗糙的,简单的"
rent,"v.租,租借,出租n.租金"
shrink,"v.收缩,(使)皱缩,缩短"
trait,"n.显著的特点,特性"
altitude,"n.(尤指海拔)高度,高处(海拔甚高的地方),(等级,地位等)高等"
browse,"v.n.浏览,吃草,放牧"
clasp,"n.扣子,钩,紧握,抱住v.扣紧,紧握,搂抱,密切合作"
evening,"n.傍晚,晚间,后期,(联欢性的)晚会"
foreign,"adj.外国的,外交的,外国产的,外来的,[医]异质的,不相关的"
insatiable,"adj.不知足的,贪求无厌的"
monster,"n.怪物,妖怪"
harmony,"n.协调,融洽"
principal,"n.负责人,首长,校长,主犯,本金adj.主要的,首要的"
principle,"n.法则,原则,原理"
repeat,"n.重复,反复vt.重做,复述,向他人转述,复制,使再现vi.重复,留有味道"
shut,"v.关上,闭上,关闭"
transaction,"n.办理,处理,会报,学报,交易,事务,处理事务"
altogether,"adv.完全地,总而言之"
bruise,"n.瘀伤,擦伤v.打伤,撞伤"
class,"n.班级,阶级,社会等级,种类,(一节)课vt.把...分类(或分等级)"
event,"n.事件,事变,结果,活动,精力,竞赛"
foremost,"adj.(位置或时间)最先的,最初的,最重要的adv.首要地,首先"
moral,"adj.道德(上)的,精神的n.道德"
print,"n.版,印刷物,印迹,印章,印刷业,照片v.印刷,出版,印于,用印刷体写 [计]打印"
side,"n.边,旁边,面,侧面,胁,一方,(一个)方面,摆架子adj.旁边的,侧面的,副的,枝节的vi.站在同一边"
amateur,"n.业余爱好者,业余艺术家"
bubble,"n.泡沫,幻想的计划vi.起泡,潺潺的流"
diet,"n.通常所吃的食物,会议"
ever,"adv.曾经,永远,不断地,在任何时候,究竟"
foresee,"vt.预见,预知"
insensitivity,
reply,"n.答复,报复,答辩vi.答复,回击,报复,答辩vt.回答"
sight,"n.视力,视觉,见,瞥见,视域,眼界"
amaze,vt.使吃惊
budget,"n.预算vi.做预算,编入预算"
differ,"vi.不一致,不同"
evidence,"n.明显,显著,明白,迹象,根据,[物]证据,证物"
forest,"n.森林,林木,<英>御猎场adj.森林的,住在森林中的vt.植树于"
insight,"n.洞察力,见识"
mold,"n.模子,铸型vt.浇铸,塑造"
mould,"n.[亦作mold] 肥土,壤土,[亦作mold] 霉,模具v.用土覆盖,发霉,铸造"
prison,n.监狱
report,"n.报告,传说,谣言,声誉,名声,爆炸声v.报导,汇报,报到,告发"
sightseeing,n.观光
bulk,"n.大小,体积,大批,大多数,散装vt.显得大,显得重要,"
clean,"adj.清洁的,干净的,清白的v.打扫,使干净,清扫"
evil,"adj.邪恶的,带来麻烦的,不幸的,有害的,诽谤的n.邪恶,不幸,罪恶"
form,"n.形状,形态,外形,表格,形式v.形成,构成,排列,(使)组成"
insignificant,"adj.无关紧要的,可忽略的,无意义的"
mount,"n.乘用马,衬纸,山,装配vi.乘马,爬上,增长vt.爬上,使上马,装上,设置,安放,制作...的标本,上演"
private,"adj.私人的,私有的,私营的,秘密的n.士兵"
sign,"n.标记,符号,记号,征兆,迹象,征候v.签名(于),署名(于)～,签署"
transport,"n.传送器,运输,运输机,激动,流放犯,狂喜vt.传送,运输,流放,放逐"
ambition,"n.野心,雄心"
bummer,"n.无赖,游民,游荡者,乞讨者"
clear,"adj.清楚的,清晰的,清澈的,光亮的,空旷的,有条理的adv.清楚地,完全地v.扫除,清除,晴,跳过,净得"
digit,"n.阿拉伯数字,手指或足趾,一指宽(约四分之三英寸)"
convention,"n.大会,协定,习俗,惯例"
evolve,"v.(使)发展,(使)进展,(使)进化"
mountain,"n.山,山脉"
repertoire,"n.(准备好演出的)节目,保留剧目,(计算机的)指令表,指令系统,<美>(某个人的)全部技能"
similar,"adj.相似的,类似的"
American,
bump,"n.撞击,肿块v.碰(伤),撞(破),颠簸"
clergyman,"n.牧师,教士"
exact,"adj.精确的,准确的,原样的,精密的,严格vt.强求,急需,要求"
formation,"n.形成,构成,编队"
inspect,"vt.检查,视察v.检查"
prize,"n.奖赏,奖金,奖品,捕获,捕获物,战利品adj.得奖的vt.珍视,估价,捕获,撬,撬开"
negative,"n.否定,负数,底片adj.否定的,消极的,负的,阴性的vt.否定,拒绝(接受)"
simple,"adj.简单的,简易的,朴素的,简朴的,天真的,率直的,无经验的,易受骗的"
travel,"v.旅行,传播vi.行进,传播n.旅行"
belt,"n.带子,地带"
brim,"n.(杯,碗等)边,边缘,(河)边vt.注满,使满溢vi.满溢"
children,"n.(pl.)孩子,孩子们"
comprehensive,"adj.全面的,广泛的,能充分理解的,包容的"
corrupted,
delete,vt.删除
driving,"n.操纵,驾驶adj.推进的,强劲的,精力旺盛的"
endorse,"v.在(票据)背面签名,签注(文件),认可,签署"
everlasting,"adj.永恒的,持久的,无止境的,耐用的"
film-making,
gulf,"n.海湾,深渊,漩涡,隔阂vt.吞没,使深深卷入"
inflation,"n.胀大,夸张,通货膨胀,(物价)暴涨"
lesson,"n.功课,(一节)课,[pl.] 课程,教训"
meadow,"n.草地,牧场"
Monday,
outsider,n.无取胜希望者
accelerate,"v.加速,促进"
percent,"n.百分比,百分数"
pork,"n.猪肉,<美俚><粗>与(女子)性交"
redirect,"vt.(信件)重寄,使改道,使改变方向"
responsive,"adj.响应的,作出响应的"
scan,"v.细看,审视,浏览,扫描n.扫描"
shove,"n.<口>推,挤vt.<口>推挤,猛推,强使vi.推"
specifically,"adv.特定的,明确的"
tear,"n.破处,破缝,泪滴,眼泪,扯,飞奔,激怒vi.流泪,撕破,猛冲,飞奔,被撕破vt.扯,撕,撕破,戳破,拉掉,折磨,使分裂,撕掉"
tough,"n.恶棍adj.强硬的,艰苦的,坚强的,坚韧的,强壮的,吃苦耐劳的,凶恶的,粗暴的adv.<口>强硬地,顽强地vt.<美口>忍受,耐,坚持"
underuse,"vt.未充分利用(设施等),浪费地使用,使用...不当"
watershed,n.分水岭
within,"n.内部,里头adv.在内部,在内心里 prep.在...之内,不越出adj.里面的,内部的"
bun,"n.小圆面包,曲卷(或结)壮的头发"
click,v.发出滴答声n.滴答声
dim,"adj.暗淡的,模糊的,无光泽的,悲观的,怀疑的vt.使暗淡,使失去光泽n.<美俚>笨蛋、傻子"
former,"adj.从前的,以前的n.形成者,创造者,模型,样板"
inspire,"vt.吸(气),鼓舞,感动,激发,启示,使生灵感,产生vi.吸入,赋予灵感"
mouth,"n.口,嘴"
probe,"n.探针,探测器vt.(以探针等)探查,查明"
wreck,"n.失事船(或飞机),残骸,(船,飞机的)失事vt.破坏,拆毁"
impressionable,"adj.容易受感动的,敏感的"
assuage,"vt.缓和,减轻,镇定"
trillion, num.万亿
gig,n.旋转物v.乘轻便双轮马车
valley,"n.(山)谷,流域"
thus,"adv.因而,从而,这样,如此"
speech,"n.演说,讲话 语音"
dollar,"n.元,美元"
university,n.(综合)大学
yet,"adv.仍,至今,益发,更 conj.然而,但是"
build,"v.建造,建筑n.构造,体格,体形"
whenever," conj.无论何时,随时n.只要"
treat,"n.宴请,款待,请客vt.视为,对待,论述,治疗,款待vi.交涉,谈判,协商,款待,作东"
ample,"adj.充足的,丰富的"
examine,"v.检查,调查,考试"
formidable,"adj.强大的,令人敬畏的,可怕的,艰难的"
instant,"adj.立即的,直接的,紧迫的,刻不容缓的,(食品)速溶的,方便的,即时的"
move,"n.移动,迁居,步骤vt.移动,感动,鼓动vi.移动,离开,运行,迁移,搬家"
republic,"n.共和国,共和政体adj.共和的"
simulate,"vt.模拟,模仿,假装,冒充"
tree,"n.树,木料,树状物vt.赶上树n.[计] 显示驱动器的子目录结构vi.爬上树,逃上树"
burse,"n.钱包,(尤指大学的)金库,(苏格兰大学的)奖学金"
cliff,"n.悬崖,绝壁"
depress,"vt.使沮丧,使消沉,压下,压低,使不活泼,使萧条v.压下"
direct,"adj.径直的,直接的,直系的,直率的,[天]由西向东运行的,顺行的adv.直接地vt.指引,指示,指挥,命令,导演vi.指导,指挥"
example,"n.例子,实例,例题,范例,榜样,鉴戒,实例"
formula,"n.公式,规则,客套语"
instead,"adv.代替,改为,抵作,更换"
process,"n.过程,作用,方法,程序,步骤,进行,推移vt.加工,处理"
sip,
trend,"n.倾向,趋势vi.伸向,倾向,通向"
busy,"adj.忙碌的,热闹的,临时占用的"
climate,"n.气候,风土,思潮"
dirt,"n.污垢,泥土"
excel,"v.优秀,胜过他人"
fortune,"n.财富,运气,大量财产,好运,命运vt.<古>偶然发生vt.给...以大宗财富"
museum,n.博物馆
procreation,"n.生产,生殖"
reinforce,"vt.加强,增援,补充,增加...的数量,修补,加固vi.求援,得到增援n.加固物"
request,"vt.请求,要求n.请求,要求,邀请"
sit,"v.(使)就座,(使)坐"
tribe,"n.部落,部族"
anatomy,"n.剖析,解剖学"
deprive,"vt.剥夺,使丧失"
buy,"v.买n.购买,买卖"
climb,"v.攀登,爬n.攀登,爬"
disappear,"vi.消失,不见"
except,"vt.除,把...除外,反对,不计vi.反对 prep.除了...之外,若不是,除非 conj.只是,要不是"
forum,"n.古罗马城镇的广场(或市场),论坛,法庭,讨论会"
music,"n.音乐,乐曲"
produce,"n.产物,农产品vt.提出,出示,生产,制造,结(果实),引起,招致,创作"
require,"vt.需要,要求,命令"
situation,"n.情形,境遇,(建筑物等的)位置"
buzz,"n.嗡嗡声v.作嗡嗡声,嗡嗡作响,逼近"
cling,"vi.粘紧,附着,紧贴,坚持(意见),墨守(习惯)"
disappoint,vt.使失望
excess,"n.过度,剩于,无节制,超过,超额adj.过度的,额外的"
forward,"adj.早的,迅速的,前进的vt.转寄,促进,运送adv.向前地,向将来n.[体](足球等)前锋"
profess,v.表示
research,"n.研究,调查vi.研究,调查"
sceptical,"adj.怀疑论的,怀疑的"
skeptical,"adj.怀疑性的,好怀疑的,<口>无神论的"
trick,"n.诡计,骗局,恶作剧,窍门,诀窍vt.欺骗,哄骗"
anchor,"n.锚v.抛锚,锚定"
bypass,"n.旁路vt.设旁路,迂回"
disapproval,n.不赞成
fossil,"n.化石,僵化的事物adj.化石的,陈腐的,守旧的"
insurance,"n.保险,保险单,保险业,保险费"
mystery,"n.神秘,神秘的事物"
skill,"n.技能,,技巧,熟练,巧妙"
ancient,"adj.远古的,旧的"
by-product,
cloak,"n.斗蓬,宽大外衣,掩护vt.用外衣遮蔽,披斗篷"
disaster,"n.灾难,天灾,灾祸"
excite,"vt.刺激,使兴奋,使激动vi.<口>兴奋,激动"
foster,"vt.养育,抚育,培养,鼓励,抱(希望) n.养育者,鼓励者"
myth,"n.神话,神话式的人物(或事物),虚构的故事,荒诞的说法"
profit,"n.利润,益处,得益vi.得益,利用vt.有益于,有利于"
reserve,"n.储备(物),储藏量,预备队vt.储备,保存,保留,预定,预约"
skip,"v.跳,蹦,急速改变,跳读,遗漏,跳跃n.跳跃"
trim,"adj.整齐的,整洁的vt.整理,修整,装饰"
anecdote,"n.轶事,奇闻"
clock,n.时钟
discipline,"n.纪律,学科v.训练"
phony,adj.假冒的n.假冒者
reshape,"vt.改造,再成形,采用新方针"
skull,"n.头脑,头骨"
triumph,"n.胜利,成功v.获得胜利"
anger,"n.怒,愤怒v.恼火"
close,"v.关,关闭,结束,停止,使靠近,靠拢,会合,包围n.结束adj.近的,紧密的,精密的,齐根的,封闭的,亲密的,闷气的adv.接近,紧密地"
disclose,"vt.揭露,透露"
excuse,"vt.原谅,申辩,做为...的托辞,为...免去n.饶恕,致歉,理由,口实,借口,清借条,免去"
fraction,"n.小部分,片断,分数"
resident,"n.居民adj.居住的,常驻的"
slack,"n.松弛,静止,淡季,闲散,家常裤adj.松弛的,不流畅的,疏忽的,软弱的,漏水的,呆滞的,懒散的adv.马虎地,缓慢地vt.使松弛,使缓慢,马虎从事vi.松懈,减弱,松驰"
trivial,"adj.琐细的,价值不高的,微不足道的"
Asia,
benefactor,"n.恩人,捐助者,赠送者,赞助人"
Britain,
civilization,"n.文明,文化,文明社会 文明,一个著名游戏的名称"
conclusion,"n.结束,缔结,结论"
corruption,"n.腐败,贪污,堕落"
disconcert,"vt.使惊惶,使仓皇失措,破坏"
exchequer,"n.[英史]财物署,国库,财源,财政部"
finally,"adv.最后,终于,不可更改地,决定性地"
further,"adj.更远的,更多的,深一层的vt.促进,增进,助长adv.更进一步地,更远地,此外"
hacking,
overshadow,"v.遮蔽,使...失色"
idealized,
interesting,"adj.有趣味的,引起好奇(或注意)的"
jobless,"n.失业者adj.失业的,无业的"
liberalize,v.自由化
mealtime,n.进餐时间
monetary,"adj.货币的,金钱的"
obesity,"n.肥胖,肥大"
overdue,adj.迟到的
percentage,"n.百分数,百分率,百分比"
proportionality,
refined,"adj.精制的,优雅的,精确的"
retiring,adj.退休的
scandal,"n.丑行,丑闻,诽谤,耻辱,流言蜚语"
show,"n.表示,展览,炫耀,外观,假装v.出示,指示,引导,说明,显示,展出,放映"
suburb,"n.市郊,郊区"
telescope,n.望远镜v.压缩
undoubted,"adj.无疑的,确实的"
uplifting,
weakness,"n.虚弱,软弱,弱点,缺点"
wordy,"adj.多言的,冗长的,废话连篇,唠叨的"
angle,"n.[数]角,角落vi.钓鱼,追逐"
cloth,"n.布,织物,衣料"
fracture,"n.破裂,骨折v.(使)破碎,(使)破裂"
physiology,n.生理学
slave,n.奴隶v.辛勤努力
trouble,"n.烦恼,麻烦,动乱,纠纷,疾病,故障,问题vt.(使)烦恼,麻烦,打扰,麻烦自己,费神,费心"
cloud,"n.云,烟云,(pl.)天空,污点vt.以云遮敝,玷污,使黯然vi.乌云密布,阴沉"
discourse,"n.演讲,论述,论文,讲道,谈话,谈论vi.谈论,演说"
exercise,"n.练习,习题,训练,锻炼,演习v.训练,锻炼vt.行使,使担扰"
pick,"n.精选,掘,鹤嘴锄vt.摘,掘,凿,挑选,挖,挑剔vi.摘,掘,凿,挖,挑选v.拾取"
resource,"n.[pl.] 资源,财力,办法,智谋"
slice,"n.薄片,切片,一份,部分,片段v.切(片)"
troublemaker,"n.惹麻烦的人,捣乱者"
coal,n.煤v.加煤
discover,"vt.发现,发觉v.发现"
exert,"vt.尽(力),施加(压力等),努力v.发挥,竭尽全力,尽"
interact,"vi.互相作用,互相影响"
picture,"n.画,图画,照片,像,美景,描述,相似物,化身vt.画,描绘"
slight,"adj.轻微的,微小的"
answer,"n.答案,回答,答辩,抗辩v.回答说,答复说,符合,反响,响应"
code,"n.代码,代号,密码,编码v.编码"
France,
frank,"adj.坦白的,率直的,老实的vt.免费邮寄n.免费邮寄特权 Frank 弗兰克(男子名)"
interest,"n.兴趣,关心,重要性,影响,利息,[常 pl.] 利益,利害vt.使发生兴趣,引起...的注意"
piece,"n.块,件,片,篇,张,条,硬币vt.接合,修补,凑合"
respond,"v.回答,响应,作出反应vi.有反应"
reproduce,"v.繁殖,再生,复制,使...在脑海中重现"
simplicity,"n.简单,简易,朴素,直率"
June,
shopper,n.购物者
difficult,"adj.困难的,艰难的,(人)难相处的"
become,"vi.变成,成为,变得vt.适合,相称"
since,"adv.以后,后来,以前 prep.自从,自...以来 conj.自...以后,自...以来,因为,既然"
usually,"adv.通常,大抵"
already,adv.已经
whatever," pron.凡是...,无论什么adj.无论怎样的,无论哪一种的,什么也"
rather,"adv.宁愿,宁可,更正确,更合适,有点,相当"
deeply,adv.深深地
jacket,"n.短上衣,夹克,(锅炉、水管等的)套,书籍的封面套纸,护封,马铃薯皮vt.给...穿夹克,给...装护套"
weight,"n.重力,重量,分量,砝码,重要(性),势力,负担,重累"
stone,"n.石,石头,宝石"
slip,"n.滑倒,事故,片,纸片;vi.滑动,滑倒,失足,减退;vt.使滑动,滑过,摆脱,闪开,塞入;adj.滑动的,活络的,有活结的;Serial Line Interface Protocol,串行线路接口协议"
truck,"n.卡车,敞棚货车,(车站)搬行李用的手推车,交易,交换,废话,废物,实物工资vt.交易,交往,以卡车运输vi.驾驶卡车,以物易物adj.<主美>运货汽车的"
cognitive,"adj.认知的,认识的,有感知的"
discuss,"vt.讨论,论述"
free,"adj.自由的,大方的,免费的,免税的,丰富的,空闲的vt.释放,使自由adv.自由地,免费"
intermarriage,"n.联姻,异族结婚,近亲结婚"
pilot,"n.飞行员,领航员,引水员vt.驾驶(飞机等),领航,引水v.驾驶"
rest,"n.休息,静止,支持物,台,架,[音]休止符,其余,其他vi.休息,睡眠,静止,依靠,搁在,保持(状态),取决于vt.使休息,使静止,睡眠,依靠,搁在"
slit,"vt.切开,撕裂n.裂缝,狭长切口"
true,"adj.真实的,真正的,忠实的,忠诚的,正确的"
disgrace,"n.耻辱,失宠,丢脸的人(或事)v.玷污"
exist,"vi.存在,生存,生活,继续存在"
freight,"n.货物,船货,运费,货运vt.装货,使充满,运送"
Internet,
place,"n.地方,地点,位置,职位,处境,住所,地位vt.放置,寄予,任命vi.名次列前"
small,"adj.小的,少的"
trunk,"n.干线,树干,躯干,箱子,主干,象鼻vt.把...放入旅行箱内adj.树干的,躯干的,干线的,箱形的"
anti-smoking,
cold,"n.寒冷,[物]零下温度,伤风,感冒adj.寒冷的,使人战栗的,冷淡的,不热情的,失去知觉的"
disguise,"v.假装,伪装,掩饰n.伪装"
exorable,"adj.可说服的,可用恳求打动的"
Internet-based,
plain,"n.平原,草原adj.简单的,明白的,平常的,清晰的,普通的,朴素的adv.清楚地n.[计] 无格式"
smoke,"n.烟,烟尘,烟幕v.抽烟,吸烟vi.冒烟"
anxiety,"n.忧虑,焦急,渴望,热望"
describe,
expand,"vt.使膨胀,详述,扩张vi.张开,发展"
fresh,"adj.新鲜的,无经验的,生的,冒失的,鲜艳的adv.最新地,刚刚n.开始,泛滥"
interpersonal,"adj.人与人之间的,关于人与人之间关系的"
plan,"n.计划,设计图,平面图vt.计划,设计"
result,"n.结果,成效,计算结果vi.起因,由于,以...为结果,导致"
smooth,"adj.平滑的,平坦的,平稳的,无毛的,流畅的,圆滑的,安祥的vt.使光滑,烫平,使优雅,消除vi.变平滑,变平静n.一块平地,平滑部分"
turn,"n.转动,旋转,转变方向,轮流,时机,(一)回,倾向,癖性v.(使)转动,翻转,扭转,(使)变质,超过(年龄,数量等),车(成)"
preserve,"vt.保护,保持,保存,保藏vi.做蜜饯,禁猎n.蜜饯,果酱,禁猎地,禁区,防护物"
dislike,"vt.讨厌,不喜欢n.嫌恶"
expect,"vt.期待,预期,盼望,指望,<口>(料)想,认为"
friend,"n.朋友,赞助者,助手"
interpret,"v.解释,说明,口译,通译,认为是...的意思"
plane,"n.平面,飞机,水平,程度,刨adj.平的,平面的v.刨,刨平"
sober,adj.冷静的v.镇定
apparent,"adj.显然的,外观上的"
expend,"vt.花费,消耗,支出,[海]把(暂时不用的绳)绕在杆上"
fright,"n.惊骇,吃惊"
planet,n.[天]行星
retain,"vt.保持,保留"
collect,"v.收集,聚集,集中,搜集adj.由收件人付款的adv.由收件人付款地"
experience,"n.vt.经验,体验,经历,阅历"
frost,"n.霜,霜冻,严寒v.结霜"
interview,"vt.接见,会见n.接见,会见"
plant,"n.植物,庄稼,工厂,车间,设备vt.种植,栽培,培养,安置vi.种植"
retire,"vi.退休,引退,退却,撤退,就寝"
social,"adj.社会的,爱交际的,社交的,群居的"
twist,"n.一扭,扭曲,盘旋,曲折,歪曲,手法,螺旋状vt.拧,扭曲,绞,搓,捻,使苦恼,使转动,编织vi.扭弯,扭曲,缠绕,扭动,呈螺旋形"
aftermath,"n.结果,后果"
astonishing,adj.可惊异的
betray,"vt.出卖,背叛,泄露(秘密),露出...迹象"
British,
claimant,"n.(根据权利)提出要求者,原告"
cortisol,"n.[生化]考的索,皮质(甾)醇,氢化可的松"
delighted,"adj.欣喜的,快乐的"
disconnect,"v.拆开,分离,断开"
dual,"adj.双的,二重的,双重"
genius,"n.天才,天赋,天才人物"
handful,"n.一把,少数"
illness,"n.疾病,生病"
infuriating,
interference,"n.冲突,干涉"
flourish,"vi.繁荣,茂盛,活跃,手舞足蹈,兴旺,处于旺盛时期vt.挥动,夸耀n.茂盛,兴旺,华饰,繁荣"
jolly,"adj.欢乐的,高兴的,快活的"
lifetime,"n.一生,终生,寿命"
meanwhile," (=meantime)n.其间,其时;adv.其间"
observation,"n.观察,观测,[pl.] 观察资料(或报告)"
overhead,"adj.在头上的,高架的n.企业一般管理费用,天花板adv.在头顶上,在空中,在高处"
performer,n.表演者
Portugal,
retrospection,"n.回顾,回想,追溯"
scarcity,"n.缺乏,不足"
shower,"n.阵雨,淋浴,(一)阵,(一)大批vt.大量地给与"
spin,"v.旋转,纺,纺纱n.旋转"
successful,adj.成功的
tournament,"n.比赛,锦标赛,联赛"
uneasy,"adj.心神不安的,不自在的,不稳定的,不舒服的adv.心神不安地,不自在地,不稳定地"
chronic,"adj.慢性的,延续很长的"
upper,"adj.上面的,上部的"
wealth,"n.财富,财产,大量"
workaholic,"n.工作第一的人,专心工作的人"
colony,"n.殖民地,侨民,(聚居的)一群同业,一批同行,(生物)群体"
experiment,"n.实验,试验vi.进行实验,做试验"
fruit,"n.水果,果实,果类,成果vi.结果实"
retrospect,n.回顾
sociology,n.社会学
two-paycheck,
color,"n.<美>(=colour)颜色,色彩,脸色,风格,外貌vt.给...涂颜色,改变...的颜色,粉饰,脸红,歪曲vi.获得颜色,变色"
colour,"n.<英>(=color)颜色,气色,风格,外貌vt.把...涂颜色,粉饰,脸红,歪曲vi.变色"
dispose,"v.处理,处置,部署vt.布置,安排,除去,使愿意"
expert,"n.专家,行家,[军](特等)射手adj.老练的,内行的,专门的vt.在...中当行家,当专家"
intricate,"adj.复杂的,错综的,难以理解的"
return,"n.回来,返回,来回票,利润,回答adj.返回的,回程的,报答的,反向的,重现的vi.回返,归还vt.归还,回报,报告,获得,回答,返回"
soft,"adj.软的,柔软的,温和的,温柔的,不含酒精的n.软件"
column,"n.圆柱,柱壮物,专栏,纵队"
explain,"v.解释,说明"
introduce,"vt.介绍,传入,引进,提出"
play,"n.游戏,比赛,运动,赌博,剧本v.玩,扮演,播放,进行比赛v.播放"
reveal,"vt.展现,显示,揭示,暴露"
epidemic,"adj.流行的,传染的,流行性n.时疫,疫疾流行,(风尚等的)流行,流行病"
soldier,"n.士兵,军人"
combat,"n.战斗,格斗v.战斗,搏斗,抗击"
disregard,"v.不理漠视n.漠视,忽视"
full,"n.全部,完整adj.充满的,完全的,丰富的,完美的,详尽的,丰满的adv.完全地,整整,十分vt.把衣服缝得宽大"
intrude,"vi.闯入,侵入vt.强挤入,把(自己的思想)强加于人"
playgoing,n.看戏
playgoer,"n.爱看戏的人,常看戏的人"
sole,"adj.单独的,唯一的n.脚底,鞋底,基础v.换鞋底"
combine,"v.(使)联合,(使)结合n.联合企业,联合收割机n.联合收割机"
explode,"vt.使爆炸vi.爆炸,爆发,破除,推翻,激发"
fume,"n.(浓烈或难闻的)烟,气体,一阵愤怒(或不安)v.用烟熏,冒烟,发怒"
plea,"n.恳求,请求,辩解,藉口"
solid,"n.固体,立体adj.固体的,实心的,坚固的,结实的,立体的,可靠的,一致的,纯粹的"
come,"vi.来,来临,到达,出现,来(自),出生(于),开始int.嗨! vbl.来,到达,合计为"
dissatisfaction,"n.不满,不平,令人不满的事物"
fun,"n.娱乐,玩笑,嬉笑,有趣的人或事物vi.开玩笑adj.供娱乐用的"
invalid,"n.病人,残废者adj.有病的,残废的"
plead,"vi.辩护,恳求vt.为...辩护,借口,托称"
review,"vt.回顾,复习n.回顾,复习,评论"
solve,"vt.解决,解答"
comfort,"n.安慰,舒适,安慰者vt.安慰,使(痛苦等)缓和"
function,"n.官能,功能,作用,职责,典礼,仪式,[数]函数vi.(器官等)活动,运行,行使职责"
invent,"vt.发明,创造v.发明"
pleasure,"n.愉快,快乐,乐事,乐趣,意志,愿望"
revise,"vt.修订,校订,修正,修改"
sonar,"n.声纳,声波定位仪"
arbiter,"n.仲裁者,判优器"
distaste,"n.讨厌,嫌恶"
expose,"vt.使暴露,受到,使曝光v.揭露"
fund,"n.资金,基金v.支助,投资"
revive,"v.(使)苏醒,(使)复兴,(使)复活,(使)再生效,回想"
soothing,"adj.抚慰的,使人宽心的"
arc,"n.弧,弓形,拱;Advanced RISC Computer,高级精简指令集计算机"
future,"n.未来,将来,前途,远景adj.未来的,将来的"
plenty,"n.丰富,大量"
revitalize,v.新生
sort,"n.种类,类别v.分类,拣选"
comment,"n.注释,评论,意见vi.注释,评论"
futurologist,n.未来学家
pluck,"n.勇气v.拔去(鸡、鸭等)毛,采集"
soul,"n.灵魂,心灵,精神,精力"
disturb,"vt.弄乱,打乱,打扰,扰乱v.扰乱"
extent,"n.广度,宽度,长度,范围,程度,区域,[律]<英>扣押,<美>临时所有权令"
plus," prep.加上adj.正的,加的"
reward,"n.报酬,奖金vt.酬劳,奖赏"
sound,"n.声音,语音,噪音,吵闹,海峡,听力范围,探条adj.健全的,可靠的,合理的,有效彻底的,健康的adv.彻底地,充分地vi.发出声音,回响,测深,听起来vt.使发声,宣告,听诊,测...深,试探"
argument,"n.争论,辩论,论据,论点,～ (for,against),意见"
invite,"vt.邀请,引起n.邀请"
poach,"vt.水煮(荷包蛋),把...踏成泥浆,侵入偷猎,窃取vi.偷猎"
rice,"n.稻,米"
soup,
against," prep.相反,反对,逆着,靠着,倚着"
better,"adj.较好的adv.更好的,更多的,更佳的"
Briton,
clap,"n.拍手声,霹雳声v.鼓掌,轻拍"
cosmos, 宇宙
delusion,n.错觉
discontinue,"v.停止,废止,放弃"
