abandon,"vt.放弃,遗弃;n.放任,狂热"
meaning,"n.意义,含意,意图,[逻]内涵adj.意味深长的"
means,"n.手段,方法v.意味,想要"
meanwhile," (=meantime)n.其间,其时;adv.其间"
measure,"n.尺寸,量度器,量度标准,方法,测量,措施vt.测量,测度,估量,分派,权衡,调节vi.量"
meat,"n.(食用)肉,肉类"
medal,"n.奖章,勋章,纪念章v.授予...奖章"
media,n.媒体
medical,"n.医生,体格检查adj.医学的,内科的,<古>(医)药的"
medicine,"n.药,医学,内科学,内服药vt.给...用药"
medium,"n.媒体,方法,媒介adj.中间的,中等的,半生熟的"
meet,"n.会,集会adj.适宜的,合适的vt.遇见,(迎)接,与(某人目光)相遇,(赴约)和...会面,(经介绍)与...相识,对付vi.相遇,接触"
meeting,"n.会议,集会,会见,会战,汇合点"
melon,n.(各种的)瓜
member,"n.成员,会员,议员,(人或动,植物的)一部分,[语]子句,成分,[逻]推论的命题"
memorial,"n.纪念物,纪念馆,纪念议事,请愿书adj.记念的,记忆的"
memory,"n.记忆,记忆力,回忆,存储(器),存储器 存储器,内存"
mend,"n.改进,改良,补丁,修理部分,好转vt.修改,改进,加快,修理,修补vi.好转,改善,改正"
mental,"adj.精神的,智力的"
mention,"vt.提及,说起n.提及,说起v.论及,提及"
menu,n.菜单
merchant,"n.商人,批发商,贸易商,店主adj.商业的,商人的"
merciful,"adj.仁慈的,慈悲的"
mercy,"n.仁慈,宽恕,怜悯"
merely,"adv.仅仅,只,不过"
merry,"adj.欢乐的,愉快的"
mess,"n.混乱,脏乱v.弄乱"
message,"n.消息,通讯,讯息,音讯,差使,广告词,预言,教训vt.通知vi.带信息"
messy,"adj.肮脏的,凌乱的,杂乱"
metal,n.金属
method,n.方法
metre,"n.米,公尺"
microscope,n.显微镜
microwave,n.微波(波长为1毫米至30厘米的高频电磁波)
middle,"n.中间,当中adj.中间的,中部的"
midnight,n.午夜
might,"v.(past tense,past participle of may see may)n.力量,威力,权力,能,可能 aux.可以"
mild,"adj.温和的,温柔的,淡味的,轻微的,适度的,不含有害物质的的"
mile,"n.英里,较大的距离"
milk,"n.乳,牛奶v.挤(奶)"
millionaire,"n.百万富翁,大富豪"
mind,"n.头脑,智力,精神,意见,情绪vi.介意,照顾,留心vt.注意,留意,专心于,照看,介意"
mine,"n.矿,矿山,矿井,源泉,宝库,地雷,水雷vt.挖掘,开采,在...布雷,破坏vi.开矿,埋设地雷 pron.我的"
mineral,"n.矿物,矿石"
minibus,"n.中客车,小型公共汽车(我国俗称面包车,乘员10人左右)"
minimum,"adj.最小的,最低的n.最小值,最小化"
minister,"n.部长,大臣"
ministry,n.(政府的)部门
minority,"n.少数,少数民族"
minus,"adj.负的,减的 prep.减去n.负数"
minute,"n.分,分钟,片刻,一瞬间,备忘录,笔记vt.记录,摘录,测定时间adj.微小的,详细的,仔细而准确的"
mirror,"n.镜子,真实反映情况的东西,典范vt.反映,映出"
miss,"n.过错,避免,失败,小姐,姑娘vt.未得到,未达到,未听到,思念,未觉察,错过,遗漏,逃脱vi.失败,击不中"
missile,"n.导弹,发射物"
mist,n.薄雾
mistake,
mistaken,"adj.犯错的,错误的"
mix,"v.使混和,混淆,混合n.混合"
mixture,"n.混合,混合物,混合剂"
mobile,"adj.可移动的,易变的,机动的n.运动物体"
model,"n.样式,型,模范,典型,模型,原型,模特儿vt.模仿v.模拟"
modem,n.调制解调器
modern,"n.现代人,有思想的人adj.近代的,现代的,现代化的,时髦的"
motivation,n.动机
motor,"n.发动机,电动机"
motorcycle,"n.摩托车,机车"
motto,"n.座右铭,格言,题词,笺言"
mountain,"n.山,山脉"
mountainous,"adj.多山的,山一般的,巨大的"
mourn,"v.哀悼,忧伤,服丧"
mouse,"n.鼠,耗子v.搜寻"
moustache,"n.小胡子,(哺乳动物的)触须"
mouth,"n.口,嘴"
move,"n.移动,迁居,步骤vt.移动,感动,鼓动vi.移动,离开,运行,迁移,搬家"
movement,"n.运动,动作,运转,乐章"
movie,n.电影
Mr.,
Mrs.,
Ms.,
modest,"adj.谦虚的,谦让的,适度的"
mom,
mum,"n.[植](=chrysanthemum)菊花,沉默adj.沉默的vi.演哑剧int.别说话!"
moment,"adj.片刻的,瞬间的,力矩的n.瞬间"
mommy,n.妈咪
mummy,"n.[小儿语] 妈咪,[口头语] 妈妈,木乃伊,干瘪的人"
money,"n.货币,钱,金钱"
monitor,"n.班长,监听器,监视器,监控器vt.监控v.监控"
monkey,n.猴子
month,n.月
monument,n.纪念碑
moon,"n.月球,月亮,卫星"
mop,"n.拖把(俗称地拖),洗碗v.用拖把拖洗,擦,抹,扫荡"
moral,"adj.道德(上)的,精神的n.道德"
more,"adj.更多的n.更多adv.更,更多,更加,超过,多,大大高于 num.更多"
morning,"n.早晨,上午"
Moslem,
mosquito,n.蚊子
most,"adj.最多的,多数的,大部分的adv.最,最多,很,十分,最,最大的,其中大多数,极其n.大多数,大部分"
mother,"n.母亲,妈妈"
motherland,n.祖国
much,"adj.许多的,大量的adv.非常,很,...多,更加,非常,得多,多达,多得多n.许多,大量 num.许多"
mud,
muddy,"adj.多泥的,泥泞的"
multiply,"v.繁殖,乘,增加"
murder,"n.谋杀,凶杀vt.谋杀,凶杀v.谋杀"
museum,n.博物馆
mushroom,"n.蘑菇,<古>暴发户vi.迅速生长,迅速增加,采蘑菇adj.蘑菇形的,迅速生长的"
music,"n.音乐,乐曲"
musical,"adj.音乐的,悦耳的 音乐喜剧"
musician,n.音乐家
mustard,"n.芥菜,芥末,芥末色,芥子气"
mutton,"n.羊肉,<谑>绵羊,<俚>女性生殖器,性交"
nail,"n.指甲,钉,钉子vt.钉,将...钉牢"
name,"n.名字,名称,姓名,名誉vt.命名,提名,叫出,指定adj.姓名的,据以取名的"
narrow,"n.狭窄部分,海峡,隘路adj.狭窄的,精密的,严密的,有限的,气量小的,勉强的,眼光短浅的vi.变窄vt.使变狭窄,使缩小"
nation,"n.国家,民族"
national,"adj.国家的,国立[有]的,民族的"
nationality,"n.国籍,国家,部落,民族,民族性"
nationwide,adj.全国性的
native,"n.本地人,土产,土人adj.本国的,出生地的,本地的,与生俱来的,天赋的,土产的,土著的"
natural,"adj.自然的,自然界的,关于自然界的,天生的,天赋的,普通的,正常的,简单自然的 本位号"
nature,"n.自然,自然界,大自然,自然状态,本性,天性,种类"
navy,n.海军
near,"adj.亲近的,亲密的,近,(车,马等)左侧的,吝啬的adv.(时间,空间方面)近,不远 prep.在...近旁,近...v.接近,走近"
nearby,"adj.附近的,邻近的adv.在附近"
nearly,"adv.几乎,密切地"
neat,"adj.整洁的,灵巧的,优雅的,(酒)纯的,未搀水的"
necessary,"n.必需品adj.必要的,必需的,必然的"
neck,"n.脖子,颈,颈壮物"
necklace,n.项链
need,"n.需要,必需,必需品,要求,贫困vt.需要 modalv.必要,必须"
needle,n.针
negotiate,"v.(与某人)商议,谈判,磋商,,买卖,让渡(支票、债券等),通过,越过"
neighbour,n.邻居(美作:neighbor)
neighbourhood,n.邻居关系(美作:neighborhood)
neither,"adj.pron.两者都不 conj.既不...又不,也不"
nephew,"n.侄子,外甥"
nervous,"adj.神经紧张的,不安的,强健有力的"
nest,"n.巢,窝,休息所,隐匿处,舒适的地方,(可以一个套一个的)一套器具vi.筑巢,找鸟巢vt.造巢,使套入"
net,"n.网,网络,网状物,净利,实价adj.净余的,纯粹的vt.用网捕,净赚,得到vi.编网 [域] Nerwork operations and service centers,网络服务商"
network,"n.网络,网状物,广播网"
never,"adv.决不,从未"
new,"adj.新的,初见的,更新的adv.新近"
news,"n.新闻,消息"
newspaper,n.报纸
next,"n.adj.下次的,其次的,与...连接,下一个adv.下一次,其次"
nice,"adj.美好的,和蔼的,正派的,细微的,挑剔的,精密的,拘泥的"
niece,"n.侄女,甥女"
night,"n.夜,夜晚,黑暗,死亡"
no,"n.否定,投反对票者adj.没有,不许,反对adv.不,并不,毫不 [域] Norway ,挪威"
noble,"adj.高尚的,贵族的,高贵的n.贵族"
nod,"v.点头,点... n.点头"
noise,"n.喧闹声,噪声,噪音"
noisy,"adj.吵杂的,聒噪的"
noodle,"n.面条(常用复数),笨蛋,傻瓜"
noon,n.中午
normal,"n.正规,常态,[数学]法线adj.正常的,正规的,标准的"
north,"n.北,北方,北部adj.北,北方的adv.在北方,向北方"
northeast,n.东北adj.东北的
northern,"adj.北方的,北部的"
northwest,n.西北方adj.西北的
nose,"n.鼻,(飞机、船等的)前端v.侦察出"
note,"n.笔记,短信,(外交)照会,注解,注释,票据,纸币,音符vt.注意,记录,笔记"
notebook,"n.笔记簿,笔记本"
notice,"n.通知,布告,注意v.注意到"
novel,"n.小说,长篇故事adj.新奇的,新颖的,异常的"
novelist,n.(长篇)小说家
now,"adv.现在,目前,此刻,立刻,马上n.现在,如今 conj.既然"
nowadays,"adv.现今,现在"
nowhere,"adv.无处,到处都无"
nuclear,"adj.[核]核子的,原子能的,核的,中心的"
numb,adj.麻木的v.失去知觉
number,"n.数,数字,数量,号码,算术,诗,韵律v.遍号码,共计...,计入,计算,算入"
nurse,"n.护士,保姆vt.护理,看护v.照料"
nursery,n.托儿所
nut,"n.坚果,螺母,螺帽,难解的问题"
nutrition,"n.营养,营养学"
obey,"v.服从,顺从"
object,"n.物体,目标,宾语,对象vi.反对,拒绝,抗议vt.提出...来反对"
observe,"vt.观察,观测,遵守,评述,说"
obtain,"vt.获得,得到"
obvious,"adj.明显的,显而易见的"
occupation,"n.职业,占有,占有(房屋等)期间"
occupy,"vt.占,占用,占领,占据"
occur,"vi.发生,出现"
ocean,"n.大海,海洋,许多,广阔"
Oceania,
o'clock,
offence,"n.犯罪,冒犯,违反,罪过,过错n.[军] 攻击"
offer,"n.出价,提议,意图vt.提供,出价,贡献,使出现,企图,演出vi.(机会、时机等)出现,献祭,提议"
office,"n.办公室,办事处,事务所,<英>政府机关,部,公职,职责,帮助"
officer,"n.政府官员,军官,警官,船长vt.指挥"
official,"n.官员,公务员adj.职务上的,公务的,官方的,正式的"
offshore,"adj.向海面吹的,离岸的,海面上的"
often,"adv.常常,经常"
oil,"n.油,石油,油类vt.给(机器等)加油,上油,涂油"
oilfield,
old,"adj.年老的,老的,...岁的,陈旧的,古老的"
Olympic,
once,"n.adv.一次,从前,曾经 conj.一旦"
onion,"n.洋葱vt.加洋葱于,因洋葱掉泪"
only,"adj.唯一的,单独的,最好的,最合适的adv.仅仅,只不过 conj.但是,可是"
open,"n.公开,户外,空旷adj.开着的,敞开的,(车等)无篷的,开阔的,营业着的,公开的,坦率的,未决定的vt.打开,公开,开放vi.展开,开始,展现"
opening,"n.开,开放,开始,口子,穴,通路,空缺,机会adj.开始的,开幕的"
opera,n.歌剧
operate,"v.操作,运转,开动,起作用,动手术,开刀n.[军]作军事行动"
operation,"n.运转,操作,实施,作用,业务,工作,手术,军事行动"
operator,"n.操作员,工作者,(电话)接线员,报务员,手术员,行家,经营者,算子"
opinion,"n.意见,看法,主张,判断,评价"
oppose,"vt.反对,使对立,使对抗,抗争vi.反对"
opposite,"adj.相对的,对面的,对立的,相反的,对等的,对应的n.相反的事物"
optimistic,adj.乐观的
optional,"adj.可选择的,随意的"
oral,adj.口头的
orange,"n.柑,桔,橙,橙色"
orbit,"n.轨道,势力范围,生活常规,眼眶vt.绕...轨道而行vi.进入轨道,沿轨道飞行,盘旋"
order,"n.次序,顺序,正常(工作)状态,秩序,会议规则,命令,定购,定单vt.命令,定购,定制"
ordinary,"adj.平常的,普通的,平凡的n.[律] 推事,<英>[宗]罪犯的忏悔牧师"
organ,"n.[机]元件,机构,机关,机关报 [乐]风琴,管风琴,嗓音 [生物]器官"
organize,"vt.组织,使有机化,给予生机vi.组织起来"
organization,"n.组织,机构,团体"
origin,"n.起源,由来,起因,出身,血统,[数]原点"
other,"adj.其他的,另外的,从前的 pron.其他的,他人,另外一个adv.另外地,不同地"
otherwise,"adv.另外,否则,不同地,别的方式adj.另外的,其他方面的"
ought," aux.(～ to [verb]) 应当,应该"
outcome,"n.结果,成果"
outdoors,"n.户外adv.在户外,在野外adj.=outdoor"
outer,"adj.外部的,外面的,远离中心的n.(射击)环外命中"
outgoing,"n.外出,开支,流出adj.即将离职的,对人友好的 喜欢外出的"
outing,"n.外出,旅行,散步"
outline,"n.大纲,轮廓,略图,外形,要点,概要vt.描画轮廓,略述"
output,"n.产量,输出,输出量"
outside,"n.外面,外表,外界adj.外面的,外表的,外界的adv.在外面,外表,出界 prep.在...外"
outspoken,adj.坦率直言的
outstanding,"adj.突出的,显著的"
outward,"adj.外面的,外表的,公开的,向外的,外出的adv.向外,在外,表面上n.外表,周围世界"
outwards,adv.向外地
oval,"adj.卵形的,椭圆的n.卵形,椭圆形"
overcoat,n.外套大衣
overcome,"vt.战胜,克服,胜过,征服vi.得胜"
overhead,"adj.在头上的,高架的n.企业一般管理费用,天花板adv.在头顶上,在空中,在高处"
overlook,"vt.俯瞰,耸出,远眺,没注意到n.眺望,俯瞰中的景色"
overweight,n.超重
owe,"vt.欠(债等),受到...的思想,感激,把...归功于v.欠,应感激,应该把...归功于(to)vi.欠钱"
own,"adj.自己的,特有的,(不用所有格)嫡亲的,同胞的vt.拥有,自认,承认vi.承认"
owner,"n.所有者,业主"
ownership,"n.所有权,物主身份"
ox,"n.牛,公牛"
oxygen,n.[化]氧
pace,"n.(一)步,速度,步调,步法,步态vi.踱步,缓慢的走vt.用步测,踱步于,(马)溜花蹄"
Pacific,
pack,"n.包裹,<贬>一群,一副,背包,包装vt.包装,捆扎,塞满,压紧,挑选vi.包装货物,挤,群集,被包装 背包"
package,"n.包裹,包"
packet,"n.小包裹,小捆;v.包装"
paddle,"n.短桨,划桨,明轮翼vi.划桨,戏水,涉水vt.用桨划,搅,拌"
page,"n.页,记录,事件,专栏vt.标明...的页数,翻...的书页vi.翻书页"
pain,"n.痛苦,疼,痛,劳苦,努力vt.使痛苦"
paint,"n.油漆,颜料,涂料v.油漆,(用颜料等)画,绘,描绘,逼真地描述"
painter,"n.画家,油漆匠"
painting,"n.上油漆,着色,绘画,油画v.描绘"
pair,"n.一对,一双"
palace,"n.宫,宫殿"
pale,"n.栅栏,界线,范围,(围篱用的)尖板条adj.苍白的,暗淡的,无力的vi.变苍白,失色vt.使变苍白,使失色,用栅栏围"
pan,"n.平底锅,盘子,面板 Pan <希神>潘(半人半羊的山林和畜牧之神)"
pancake,n.薄烤饼
panda,"n.熊猫,黑白相间的熊类"
panic,"n.惊慌,恐慌,没有理由的"
paper,"n.纸,报纸,文件,证件,论文,考卷vt.用纸糊(墙壁等),用纸包装adj.纸的,象纸的,纸上的"
paperwork,n.文书工作
paragraph,"n.(文章)段,节,段落"
parallel,"adj.平行的,相同的,类似的,并联的n.平行线,平行面,类似,相似物v.相应,平行"
parcel,"n.小包,包裹vt.打包,捆扎"
pardon,"vt.原谅,宽恕n.原谅,宽恕"
parent,"n.[pl.] 双亲,父亲(或母亲)"
park,"n.公园,停车场,炮场vt.停放(汽车等)"
parking,n.停车adj.停车的
parrot,"n.鹦鹉,学舌者,机械模仿别人的人vt.学舌"
part,"n.部分,局部,零件,角色vt.分开,分离,分配vi.分开,断裂,分手adv.部分地,有几分adj.部分的,局部的"
participate,"vi.参与,参加,分享,分担"
particular,"n.细节,详细adj.特殊的,特别的,独特的,详细的,精确的,挑剔"
partly,"adv.部分,几分"
partner,"n.合伙人,股东,舞伴,伴侣vt.与...合伙,组成一对vi.做伙伴,当助手"
part-time,
party,"n.党,政党,随行人员,[律]当事人,社交会"
pass,"n.经过,关口,途径,护照,通行证,入场券,传球,及格vt.通过,审查通过,忽略,传递vi.经过,变化,流通,宣判,被忽略,终止,传递,不叫牌"
passage,"n.通过,经过,通道,通路,(一)段,(一)节"
passenger,"n.乘客,旅客"
passer-by,
passive,adj.被动的
passport,n.护照
past,"n.过去,往时adj.过去的,结束的 prep.越过,晚于 vbl.pass的过去分词"
patent,"n.专利权,执照,专利品adj.特许的,专利的,显著的,明白的,新奇的vt.取得...的专利权,请准专利"
path,"n.小路,小径,路线,轨道,通道"
patience,"n.耐性,忍耐 Patience 佩兴斯(女子名)"
patient,"n.病人,患者adj.忍耐的,耐心的"
pattern,"n.模范,式样,模式,样品,格调,图案vt.模仿,仿造,以图案装饰vi.形成图案"
pause,"n.中止,暂停,休止符vi.暂停,中止,停顿,踌躇n.暂停"
pavement,"n.人行道,公路"
pay,"n.薪水,工资v.支付,交纳,给予,有利,值得,合算"
pea,
peace,"n.和平,和睦,安宁,静寂vi.安静下来"
peaceful,"adj.和平的,平静的,安宁的,爱好和平的"
peach,"n.桃子,桃树,桃色,<美俚>受人喜欢的人(或物)vt.告发vi.告密"
pear,"n.梨子,梨树"
pedestrian,"n.步行者adj.徒步的,呆板的,通俗的"
pen,"n.钢笔,围栏,围圈,作家vt.写,关入栏中"
pence,
pencil,n.铅笔
penny,"n.便士,<美> 分"
pension,"n.养老金,退休金"
people,"n.人,人们,民族,人类,公民vt.使住(满)人"
pepper,n.胡椒粉
per," prep.每,每一,由,经"
percent,"n.百分比,百分数"
percentage,"n.百分数,百分率,百分比"
perfect,"n.完成式adj.完美的,全然的,理想的,正确的,熟练的,精通的完成式的vt.使完美,修改,使熟练"
perform,"vt.履行,执行,表演,演出v.完成任务"
performance,"n.履行,执行,成绩,性能,表演,演奏"
performer,n.表演者
perfume,"n.香味,芳香,香水vt.使发香,洒香水于,发香味"
perhaps,"adv.或许,多半"
period,"n.时期,学时,节,句点,周期,(妇女的)经期adj.过去某段时期的int.没有了"
permanent,"adj.永久的,持久的"
permission,"n.许可,允许"
permit,"n.通行证,许可证,执照v.许可,允许,准许"
place,"n.地方,地点,位置,职位,处境,住所,地位vt.放置,寄予,任命vi.名次列前"
plain,"n.平原,草原adj.简单的,明白的,平常的,清晰的,普通的,朴素的adv.清楚地n.[计] 无格式"
plan,"n.计划,设计图,平面图vt.计划,设计"
plane,"n.平面,飞机,水平,程度,刨adj.平的,平面的v.刨,刨平"
planet,n.[天]行星
plant,"n.植物,庄稼,工厂,车间,设备vt.种植,栽培,培养,安置vi.种植"
plastic,"n.塑胶,可塑体,塑料制品,整形adj.塑胶的,塑造的,有可塑性的,造形的,(外科)整形的"
plate,"n.盘子,金属板,图版,金银餐具vt.镀(金,银等),电镀,给...装钢板"
platform,"n.(车站)月台,讲台,讲坛 平台"
play,"n.游戏,比赛,运动,赌博,剧本v.玩,扮演,播放,进行比赛v.播放"
playground,"n.运动场,操场"
pleasant,"adj.令人愉快的,舒适的"
please,"adj.满足的vt.请v.使喜欢,中...的意,使满足,取悦"
pleased,"adj.高兴的,满足的"
pleasure,"n.愉快,快乐,乐事,乐趣,意志,愿望"
plenty,"n.丰富,大量"
plot,"n.小块土地,地区图,图,秘密计划(特指阴谋),(小说的)情节.结构vt.划分,绘图,密谋vi.密谋,策划"
plug,"vt.堵,塞,插上,插栓n.塞子,插头,插销"
plus," prep.加上adj.正的,加的"
pocket,"n.衣袋,口袋,钱,财vt.装...在口袋里,隐藏(感情),据为己有,击...入袋adj.袖珍的,小型的"
poem,"n.诗,象诗一样,美丽的东西"
poet,n.诗人
point,"n.点,尖端,分数,要点,分数vt.弄尖,指向,指出,瞄准,加标点于vi.指,指向,表明"
poison,"n.毒药,败坏道德之事,毒害vt.毒害,败坏,使中毒vi.放毒,下毒"
poisonous,adj.有毒的
polish,"n.磨光,光泽,上光剂,优雅,精良vt.擦亮,发亮,磨光,推敲vi.发亮,变光滑adj.波兰的n.波兰人 Polish 波兰(Poland)的"
polite,"adj.有礼貌的,客气的,有教养的,文雅的"
political,"adj.政治的,行政上的"
politician,"n.政治家,政客"
politics,"n.政治,政治学,政纲,政见"
pole,"n.棒,柱,杆,竿,极,磁极,电极vt.用竿支撑,用棒推vi.撑篙 Pole 波兰人"
police,"n.警察队,警察机关,公安部门vt.管辖,维持治安adj.警察的,有关警察的"
policeman,n.警察
policy,"n.政策,方针"
pollute,"vt.弄脏,污染"
pollution,"n.污染,玷污"
pond,n.池塘v.筑成池塘
pool,"n.池,撞球,联营,石油层vt.合伙经营,共享,共有,集中(钱、力量等),采掘,汇聚成vi.汇合成塘,郁积,联营"
poor,"adj.贫穷的,可怜的,乏味的,卑鄙的"
popcorn,n.爆米花
popular,"adj.通俗的,流行的,受欢迎的"
population,n.人口
pork,"n.猪肉,<美俚><粗>与(女子)性交"
porridge,"n.麦片粥,粥,<俚>服刑"
port,"n.港口,舱门,左舷,避风港,枪眼vt.左转舵,持(枪)vi.转舵左n.端口"
portable,"adj.轻便的,手提(式)的,便携式的"
porter,"n.守门人,门房,行李搬运工"
position,"n.位置,职位,立场,形势,阵地vt.安置,决定...的位置"
positive,"adj.肯定的,实际的,积极的,绝对的,确实的adj.[数]正的adj.[电]阳的adj.[语法] 原级的"
possess,"vt.占有,拥有,持有,摆布,支配"
possession,"n.拥有,占有,所有,着迷,领土,领地,财产(常用复数),自制"
possibility,"n.可能性,可能发生的事物"
possible,"adj.可能的,可能存在或发生的"
post,
postage,n.邮资
postcard,"n.明信片,风景明信片"
postcode,n.邮递区号
poster,"n.海报,招贴,(布告,标语,海报等的)张贴者"
postman,n.邮差
postpone,"vt.推迟,使延期,延迟"
pot,"n.罐,壶v.罐装"
potato,n.马铃薯
potential,"adj.潜在的,可能的,势的,位的n.潜能,潜力,电压"
pound,"n.磅,英镑,重击,鱼塘,兽栏,拘留所vt.强烈打击,捣烂,监禁,关入栏vi.连续重击,连续敲打,苦干"
pour,"v.灌注,倾泻,涌入,流,倾盆大雨"
powder,"n.粉,粉末,火药,尘土vt.搽粉于,撒粉,使成粉末vi.搽粉,变成粉末"
power,"n.能力,力量,动力,权力,[数]幂,[物]功率vt.使...有力量,供以动力,激励"
powerful,"adj.强大的,有力的"
practical,"adj.实际的,实践的,实用的,应用的,有实际经验的"
practice,"n.实行,实践,实际,惯例,习惯,练习,实习,开业"
practise,"v.练习,实习,实践,实行,操持(专业等),竭力想,利用(某人之轻信等),实施"
praise,"vt.赞扬,歌颂,称赞n.赞扬,赞美的话,赞美,荣耀,称赞"
pray,"v.祈祷,恳求,请"
prayer,n.祈祷
precious,"adj.宝贵的,贵重的,珍爱的,过于精致的,珍爱的"
precise,"adj.精确的,准确的n.精确"
predict,"v.预知,预言,预报"
prefer,"vt.更喜欢,宁愿"
preference,"n.偏爱,优先选择"
pregnant,"adj.怀孕的,重要的,富有意义的,孕育的"
prejudice,"n.偏见,成见,损害,侵害v.损害"
premier,"adj.第一的,首要的n.总理"
preparation,"n.准备,预备"
prepare,"v.准备,预备,有能力而且愿意"
prescription,"n.指示,规定,命令,处方,药方"
present,"n.赠品,礼物,现在,瞄准adj.现在的,出席的,当面的vt.介绍,引见,给,赠送,上演,提出,呈现vi.举枪瞄准"
presentation,"n.介绍,陈述,赠送,表达"
preserve,"vt.保护,保持,保存,保藏vi.做蜜饯,禁猎n.蜜饯,果酱,禁猎地,禁区,防护物"
president,"n.总统,会长,校长,行长"
press,"n.压,按,印刷,压力,拥挤,紧握,新闻vt.压,压榨,紧抱,逼迫vi.压,逼迫,拥挤,受压"
pressure,"n.压,压力,电压,压迫,强制,紧迫"
pretend,"vt.假装,装扮,(作为藉口或理由)伪称"
pretty,"adj.漂亮的,可爱的,优美的,机灵的,恰当的"
prevent,"v.防止,预防"
preview,"n.事先查看,[计]预览vt.事先查看,预展,预演"
previous,"adj.在前的,早先的adv.在...以前 返回上一级菜单"
price,"n.价格,价钱,代价vt.给...定价,问...的价格,标明价格"
pride,"n.自豪,自尊(心),骄傲,傲慢vt.使自豪,使自夸"
primary,"adj.第一位的,主要的,初步的,初级的,原来的,根源的"
primitive,"adj.原始的,远古的,粗糙的,简单的"
principle,"n.法则,原则,原理"
print,"n.版,印刷物,印迹,印章,印刷业,照片v.印刷,出版,印于,用印刷体写 [计]打印"
prison,n.监狱
prisoner,adj.囚犯的n.战俘
private,"adj.私人的,私有的,私营的,秘密的n.士兵"
privilege,"n.特权,特别待遇,基本公民权力,特免vt.给与...特权,特免"
prize,"n.奖赏,奖金,奖品,捕获,捕获物,战利品adj.得奖的vt.珍视,估价,捕获,撬,撬开"
probably,"adv.大概,或许"
problem,"n.问题,难题"
procedure,"n.程序,手续"
process,"n.过程,作用,方法,程序,步骤,进行,推移vt.加工,处理"
produce,"n.产物,农产品vt.提出,出示,生产,制造,结(果实),引起,招致,创作"
product,"n.产品,产物,乘积"
production,"n.生产,产品,作品,(研究)成果"
profession,"n.职业,专业,表白,宣布"
professor,"n.教授,公开表示信仰的人"
profit,"n.利润,益处,得益vi.得益,利用vt.有益于,有利于"
programme,"n.v.=program 程序,编程"
progress,"n.前进,进步,发展vi.前进,进步,进行"
prohibit,"vt.禁止,阻止"
project,"n.计划,方案,事业,企业,工程v.设计,计划,投射,放映,射出,发射(导弹等),凸出"
promise,"vt.允诺,答应n.允诺,答应,许诺"
promote,"vt.促进,发扬,提升,提拔,晋升为 /n.升级/降级"
pronounce,"v.发音,宣告,断言"
pronunciation,"n.发音,读法"
proper,"adj.适当的,正确的,固有的,特有的,有礼貌的,正当的,严格意义上的,彻底的"
properly,"adv.适当地,完全地"
protect,vt.保护 /n.保护/解除
protection,n.保护
proud,"adj.自豪的,得意的,骄傲的,妄自尊大的"
prove,"vt.证明,证实,检验,考验vi.原来(是),证明(是)"
provide,"v.供应,供给,准备,预防,规定"
province,n.省(一个国家的大行政区)
psychology,"n.心理学,心理状态"
pub,"n.酒馆,客栈"
public,"n.公众,(特定的)人群,公共场所adj.公众的,公共的,公立的,公用的"
publish,"v.出版,刊印vt.公布,发表"
pull,"v.拉,拖,拔n.拉,拖,拉力,牵引力"
pulse,"n.脉搏,脉冲"
pump,"n.泵,抽水机vt.(用泵)抽(水),抽吸"
punctual,"adj.严守时刻的,准时的"
punctuation,"n.标点,标点符号"
punish,"vt.惩罚,处罚"
punishment,"n.惩罚,处罚,惩处"
pupil,"n.学生,小学生,瞳孔"
purchase,"vt.买,购买n.买,购买"
pure,"adj.纯的,纯粹的,纯净的,无垢的,纯洁的,完美的,抽象的"
purple,adj.紫色的n.紫色
purpose,"n.目的,意图,用途,效果,决心,意志vt.打算,企图,决心"
purse,n.钱包
push,"n.推,推动,奋发,干劲,进取心,攻击vt.推,推动,推行,逼迫,增加vi.推,推进,增加,努力争取"
puzzle,"n.难题,谜v.(使)迷惑,(使)为难,迷惑不解"
pyramid,"n.角锥、棱椎,金字塔,叠罗汉v.(使)成金字塔状,(使)渐增,(使)上涨"
quake,n.地震
qualification,"n.资格,条件,限制,限定,赋予资格"
quality,"n.质量,品质,性质"
quantity,"n.量,数量"
quarrel,"n.吵架,反目,怨言,争吵的原因vi.吵架,争论,挑剔"
quarter,"n.四分之一,[常 pl.] 方向,地区,方面,季,季度,一刻钟 num.四分之一,刻"
queen,"n.王后,女王"
question,"n.问题,疑问,询问v.询问,审问,怀疑"
questionnaire,"n.调查表,问卷"
queue,"n.行列,长队,队列vi.排队,排队等待"
quick,"adj.快的,迅速的,敏捷的,急剧的,活泼的adv.快n.活人,生物,要点,本质,核心,感觉敏锐的部位"
quiet,"adj.静止的,宁静的,从容的n.安静,闲适vi.平静下来vt.使平静,使安心,减轻(疑虑、恐惧等)"
quilt,"n.棉被vt.制成棉被,摘录,编辑vi.缝被子"
quit,"vi.离开,辞职,停止vt.离开,放弃,解除,停止"
quite,"adv.相当,完全,十分,彻底"
quiz,"n.测验,提问,恶作剧v.对...进行测验,盘问,挖苦"
rabbit,"n.兔,野兔"
race,"n.种族,种族气质,种族特征,赛跑,急流,姜根vi.赛跑,疾走vt.与...赛跑,使空转"
racial,"adj.人种的,种族的,种族间的"
radiation,"n.发散,发光,发热,辐射,放射,放射线,放射物"
radio,"n.<美>无线电通信,无线电接收装置,无线电广播设备v.用无线电发送"
