abandon,"vt.放弃,遗弃;n.放任,狂热"
easily,"adv.容易地,不费力地"
easygoing,"adj.逍遥自在的,悠闲的,懒散的,(马)行动时平稳自在的,(品德)放荡的,不严肃的"
east,"n.东方,东,东部地区adj.东方的,从向东来的adv.在东方,向东方,朝东方"
east,"n.东方,东,东部地区adj.东方的,从向东来的adv.在东方,向东方,朝东方"
west,"n.西方,西部adj.西的,西方的adv.向西方"
south,"n.南部,南adj.南的,南方的adv.在南方,向南方"
north,"n.北,北方,北部adj.北,北方的adv.在北方,向北方"
Easter,
ecology,"n.生态学,[社会]环境适应学,均衡系统"
economical,"adj.节约的,经济的"
economy,"n.经济,节约,节约措施,经济实惠,系统,机体,经济制度的状况"
economic,"adj.经济(上)的,产供销的,经济学的"
economical,"adj.节约的,经济的"
edge,"n.刀口,利刃,锋,优势,边缘,优势,尖锐vt.使锋利,挤进,镶边,开刃vi.缓缓移动,侧着移动"
edit,"vt.编辑,校订,剪辑n.编辑工作"
edition,"n.版本,版"
editor,"n.编辑,编辑器,编者"
educate,"vt.教育,训练,培养v.教育"
educator,n.教育家
education,"n.教育,训导,训练,培养,教育学"
effect,"n.结果,效果,作用,影响,(在视听方面给人流下的)印象vt.招致,实现,达到(目的等)"
effective,"adj.有效的,被实施的,给人深刻印象,有生力量"
efficient,"adj.(直接)生效的,有效率的,能干的"
effort,"n.努力,成就"
eggplant,n.茄子
Egypt,
Egyptian,
either,"adj.任一的,(两方中的)每一方的 pron.任一,随便任一个 conj.或者,也"
elbow,n.肘
arm,"n.臂,臂状物,衣袖,海湾,武器vt.供给,提供,武装,装备vi.武装起来"
elbow,n.肘
wrist,"n.手腕,腕关节"
elder,"n.年长者,老人,父辈adj.年长的,资格老的,"
elect,"vt.选举,推选v.选择,作出选择,选举,选举,选举"
electric,"adj.电的,导电的,电动的,电气"
electrical,"adj.电的,有关电的"
electronic,adj.电子的
electricity,"n.电流,电,电学"
elegant,"adj.文雅的,端庄的,雅致的,<口>上品的,第一流的"
element,"n.要素,元素,成分,元件,自然环境"
elementary,"adj.初步的,基本的,[化]元素的,自然力的"
elephant,"n.象,一种纸张的尺寸"
embarrass,"vt.使困窘,使局促不安,阻碍,麻烦"
embarrassed,
embarrassing,
embassy,"n.大使及其随员,大使的派遣,大使馆,"
ambassador,n.大使
emergency,"n.紧急情况,突然事件,非常时刻,紧急事件"
emotion,"n.情绪,情感,感情"
emotional,"adj.情绪的,情感的"
emperor,"n.皇帝,君主"
empire,"n.帝国,帝权"
employ,"vt.雇用,用,使用v.使用n.雇用"
employer,"n.雇主,老板"
employee,"n.职工,雇员,店员"
employment,"n.雇用,使用,利用,工作,职业"
unemployment,"n.失业,失业人数"
encourage,"vt.鼓励,怂恿v.鼓励,鼓励"
encouragement,"n.鼓励,奖励"
end,"n.末端,尽头,结束,目标,限度,梢,末端,死亡v.结束,终结,终止"
ending,"n.结尾,结局"
endless,"adj.无止境的,无穷的"
energy,"n.精力,精神,活力,[物]能量"
energetic,"adj.精力充沛的,积极的"
engine,"n.发动机,机车,火车头"
engineer,"n.工程师,技师,火车司机,轮机员,工兵"
engineering,n.工程(学)
enjoy,"vt.享受...的乐趣,欣赏,喜爱v.满意"
enjoyable,"adj.令人愉快的,可享受的"
enlarge,"v.扩大,放大"
enough,"adj.足够的,充足的,只够做...的n.充足,足够,很多adv.足够地,充分地int.够了!"
enquiry,n.询问
ensure,"vt.保证,担保,使安全,保证得到v.确保,确保,保证"
enter,"vt.进入,加入,参加,登录,开始vi.进去,[戏]登场,参加n.输入,[计]回车"
entrance,"n.入口,门口,进入"
entry,"n.登录,条目,进入,入口,[商]报关手续,[律]对土地的侵占,对房屋的侵入"
enterprise,"n.企业,事业,计划,事业心,进取心,干事业"
entertain,"vt.娱乐,招待,接受,怀抱vi.款待"
entertainment,"n.款待,娱乐,娱乐表演"
enthusiast,"n.热心家,狂热者"
enthusiastic,"adj.热心的,热情的"
envelope,"n.信封,封套,封袋,[天]包层,[数]包迹,[生]包膜"
environment,"n.环境,外界"
environmental,"adj.周围的,环境的n.环境论"
envy,"n.vt.羡慕,嫉妒"
envious,"adj.嫉妒的,羡慕的"
equal,"adj.相等的,均等的,胜任的,平静的,合适的,不相上下的n.相等的事物(或数量),对手,匹敌,同辈vt.等于,比得上"
equality,"n.等同性,同等,平等,相等,等式"
unequal,"adj.不平等的,不同的,不平衡的,不胜任的"
inequality,"n.不平等,不同,不等式,不平均,(表面)不平坦(用复数)"
equip,"vt.装备,配备,训练,准备行装"
equipment,"n.装备,设备,器材,装置,铁道车辆,(一企业除房地产以外的)固定资产,才能"
era,"n.时代,纪元,时期,[地]代"
eraser,"n.擦除器,尤指墨水消除剂,橡皮"
erase,"vt.抹去,擦掉,消磁,<俚>杀死"
error,"n.错误,过失,误差"
erupt,vt.喷出vi.爆发
escape,"n.逃,逃亡,溢出设备,出口,逃跑,[植]野生vi.逃脱,避开,溜走vt.逃避,避免,被忘掉"
especially,"adv.特别,尤其"
essay,"vt.企图,尝试n.企图,散文,小品文,随笔,短文,评论"
establish,"vt.建立,设立,安置,使定居,使人民接受,确定v.建立"
evaluate,"vt.评价,估计,求...的值v.评价"
evaluation,"n.估价,评价,赋值"
event,"n.事件,事变,结果,活动,精力,竞赛"
eventually,"adv.最后,终于"
ever,"adv.曾经,永远,不断地,在任何时候,究竟"
every,"adj.每一的,每个的,全部的,每隔...的"
everybody,"int.每个人,人人"
everyday,"adj.每天的,日常的,平常的,平凡的"
everyone," pron.每个人,人人"
everything," pron.每件事物,万事"
everywhere,"adv.各处,到处"
evidence,"n.明显,显著,明白,迹象,根据,[物]证据,证物"
evident,"adj.明显的,显然的"
evolution,"n.进展,发展,演变,进化"
exact,"adj.精确的,准确的,原样的,精密的,严格vt.强求,急需,要求"
exactly,"adv.正确地,严密地"
example,"n.例子,实例,例题,范例,榜样,鉴戒,实例"
excellent,"adj.卓越的,极好的"
excellence,"n.优秀,卓越,优点,美德"
exchange,"vt.交换,调换,兑换,交流,交易n.交换,调换,兑换,交流,交易"
except,"vt.除,把...除外,反对,不计vi.反对 prep.除了...之外,若不是,除非 conj.只是,要不是"
excite,"vt.刺激,使兴奋,使激动vi.<口>兴奋,激动"
exciting,"adj.令人兴奋的,使人激动的"
excited, 兴奋的
excuse,"vt.原谅,申辩,做为...的托辞,为...免去n.饶恕,致歉,理由,口实,借口,清借条,免去"
exhausted,"adj.耗尽的,疲惫的"
exhibition,"n.表现,展览会,展览品,显示"
exist,"vi.存在,生存,生活,继续存在"
existence,"n.存在,实在,生活,存在物,实在物"
exit,"n.出口,太平门,退场,去世vi.退出,脱离,去世 [计]  离开当前命令行外壳"
expand,"vt.使膨胀,详述,扩张vi.张开,发展"
expansion,"n.扩充,开展,膨胀,扩张物,辽阔,浩瀚"
expect,"vt.期待,预期,盼望,指望,<口>(料)想,认为"
expectation,"n.期待,预料,指望,展望,[数]期望(值)"
expedition,"n.远征,探险队,迅速,派遣"
expense,"n.费用,代价,损失,开支,费钱之物"
experience,"n.vt.经验,体验,经历,阅历"
experiment,"n.实验,试验vi.进行实验,做试验"
expert,"n.专家,行家,[军](特等)射手adj.老练的,内行的,专门的vt.在...中当行家,当专家"
expertise,"n.专家的意见,专门技术"
explain,"v.解释,说明"
explanation,"n.解释,解说,说明,辩解,互相讲明"
explicit,"adj.外在的,清楚的,直率的,(租金等)直接付款的"
explode,"vt.使爆炸vi.爆炸,爆发,破除,推翻,激发"
explosion,"n.爆发,发出,爆炸,[矿]煤气爆炸"
explosive,"adj.爆炸(性)的,爆发(性)的,暴露n.爆炸物,炸药"
exploit,"vt.开拓,开发,开采,剥削,用以自肥v.使用"
explore,"v.探险,探测,探究"
explorer," [计]Windows资源管理器;n.探险家,探测者,探测器"
export,"vt.输出n.出口货,输出,出口,出口商品v.出口"
expose,"vt.使暴露,受到,使曝光v.揭露"
express,"adj.急速的,特殊的,明确的n.快车,快递,专使vt.表达,表示adv.乘快车,以快递方式"
expression,
extend,"v.扩充,延伸,伸展,扩大[军]使疏开,给予,提供,演化出的全文,<英>[律]对(地产等)估价"
extension,"n.延长,扩充,范围n.扩展名adj.[逻]外延的,客观现实的"
extraordinary,"adj.非常的,特别的,非凡的,特派的"
extremely,"adv.极端地,非常地"
eye,"n.眼睛,视力,眼光,观点,见解,眼状物,风吹来的方向,[气]风眼vt.看,注视,在...上打眼"
eyesight,"n.视力,目力"
eyewitness,"n.目击者,见证人"
facial,adj.面部的
fade,"vi.(声音等)减弱下去,褪色,消失,枯萎,凋谢vt.使褪色n.淡入,淡出adj.乏味的,平淡的"
fail,"vi.失败,不及格,忘记vt.使失望,舍弃,辜负,不及格n.不及格,不及格者"
failure,"n.失败,失败者,缺乏,失灵,故障,破产,疏忽,<美>不及格"
fair,"adj.美丽的,女性的,(肤色)白皙的,(头发)金黄的,干净的,公平的,(天气)晴朗的adv.公平地,公正地,直接地,清楚地n.美好的事物,美人,展览会,市集vi.转晴"
unfair,adj.不公平的
fairly,"adv.公正地,正当的,公平对待某人,公平地,相当地,还算,清楚地"
fairness,"n.公平,正直,美好,明亮,清晰,适当,顺利性"
faith,"n.信任,信念,宗教信仰,忠实,保证,诺言,约定"
fall,"n.秋天,落下,瀑布,降低,落差,采伐量,堕落,下降vi.倒下,落下,来临,失守,变成,垮台,下跌,阵亡vt.<美><英方>击倒,砍倒(树木)adj.秋天的"
familiar,"adj.熟悉的,常见的,听惯的,亲近的,随便的n.密友,熟客,常客"
family,"n.家庭,家族,家属,亲属,子女,僚属adj.家庭的,家族的"
famous,"adj.著名的,出名的,<口>极好的,令人满意的"
fan,"n.扇子,鼓风机,风扇,迷,狂热者,爱好者vt.煽动,刺激,扇,吹拂vi.飘动,成扇形散开"
fancy,"adj.奇特的,异样的vt.想象,设想,认为,爱好,自负n.爱好,迷恋,想象力"
fantastic,"adj.幻想的,奇异的,稀奇古怪的,荒谬的,空想的"
fantasy,"n.幻想,白日梦"
fare,"n.费用,旅客,食物vi.遭遇,进展,进步,经营,过活"
fasten,"vt.扎牢,扣住,闩住,拴紧,使固定,系,集中于,强加于vi.扣紧,抓住"
fault,"n.过错,缺点,故障,毛病vt.挑剔vi.弄错"
false,"adj.错误的,虚伪的,假的,无信义的,伪造的,人工的,不老实的adv.欺诈地"
favour,"n.亲切,宠爱"
favourite,"adj.特别喜爱的,中意的n.特别喜爱的(或物)"
favorable,"adj.赞成的,有利的,赞许的,良好的,讨人喜欢的,起促进作用的"
fax,n.vt.传真 /n.传真/调制解调器
fear,"n.恐怖,害怕,担心,敬畏v.害怕,畏惧,为...担心,敬畏(神等)"
feast,"n.节日,盛宴,筵席,宴会,酒席vt.盛宴,款待,享乐,请客vi.参加宴会,享受"
feather,"n.翎毛,轻的东西,羽毛vi.长羽毛vt.用羽毛装饰,射掉(飞禽)的羽毛"
February,
federal,"adj.联邦的,联合的,联邦制的,同盟的n.(南北战争时期)北部联邦同盟盟员 北京连邦软件产业发展公司,国内主要的正版软件经销商"
fee,"n.费(会费、学费等),酬金"
feed,"n.饲养,饲料,(动物或婴儿的)一餐vt.喂养,饲养,放牧,靠...为生vi.吃东西,流入"
feel,"vt.摸,触,试探,感觉,觉得,触摸,以为vi.有知觉,(人)有某种感觉,摸索,同情n.感觉,觉得,触摸"
feeling,"n.触觉,知觉,感觉,情绪,同情adj.富于感情的,富于同情心的,衷心的,有同情心的,有感觉的,仁慈的"
fell," vbl.fall 的过去式vt.击倒,打倒(疾病等),致于...死地,砍伐n.一季所伐的木材,兽皮,羊毛adj.凶猛的,可怕的"
fellow,"n.人,家伙,伙伴,学会特别会员,朋友,同事adj.同伴的,同事的,同道的"
female,"n.女性,女人,雌兽adj.女性的,女子的,妇女的,雌的,柔弱的,(声,色)柔和的"
fence,"n.栅栏,围墙,剑术vt.用篱笆围住,练习剑术,防护vi.击剑,围以栅栏,跳过栅栏,搪塞"
ferry,"n.摆渡,渡船,渡口vt.渡运,(乘渡船)渡过,运送vi.摆渡,(船)来往行驶"
festival,"n.节日,喜庆日,音乐节,戏剧节,喜庆,欢宴,欢乐adj.节日的,快乐的"
fetch,"vt.接来,取来,带来,售得,引出,吸引,到达,演绎出vi.取物,绕道而行n.取得,拿,诡计,魂"
fever,"n.发烧,发热,热病,狂热,高度兴奋v.(使)发烧,(使)患热病,(使)狂热"
few,"adj.很少的,不多的,少数的n.[表示否定]很少数,几乎没有"
fibre,"n.纤维,构造,纤维制品,[植]须根"
fiction,"n.虚构,编造,小说"
field,"n.原野,旷野,领域,(一块)田地,牧场,域,战场,运动场vt.把(谷物等)暴晒于场上,使上场vi.担任场外队员adj.田间的,野生的,野外的,田赛的 扫描场"
fierce,"adj.凶猛的,猛烈的,热烈的,暴躁的<美>极讨厌的,难受的,<英方>精力旺盛的"
fight,"n.打架,战斗,斗志vi.打仗,搏斗,对抗,打架vt.与...打仗,指挥战斗,反对...提案"
figure,
fill,"vt.装满,注满,充满,填充,弥漫,供应,供给,满足vi.充满n.满足,饱,充分,填方v.填充"
film,"n.薄膜,膜层,胶卷,影片,薄雾,轻烟,电影vt.在...上覆以薄膜,拍成电影vi.生薄膜,变成朦胧,拍电影"
finally,"adv.最后,终于,不可更改地,决定性地"
final,"n.结局,决赛,期末考试,<口>报纸(在一天中)最晚版adj.最后的,最终的,决定性的"
finance,"n.财政,金融,财政学vt.供给...经费,负担经费vi.筹措资金"
fine,"adj.美好的,优良的,杰出的,精美的,杰出的,细,纤细,纯粹n.罚款,罚金,晴天,精细vt.罚款,精炼,澄清vi.变清,变细adv.<口>很好,妙,[常用于构成复合词]细微地,精巧地"
finger,"n.手指(尤指大拇指以外的手指),指状物,指针,查找器(查找因特网用户的程序)v.用手指拨弄,伸出"
fingernail,n.手指甲
fire,"n.火,炉火,火灾,失火,闪光,炮火,热情,激情vt.点燃,烧制,使发光,给(炉子等)加燃料,放枪,激动,<口>解雇vi.开枪,射击,着火,烧火,激动"
firefighter,
fireworks,"n.烟火,激烈争论"
fireplace,n.壁炉
firewood,"n.木柴,柴火"
firm,"n.公司,(合伙)商号adj.结实的,坚硬的,坚定的,坚固的,牢固的,稳固的,严格的vt.使牢固,使坚定vi.变稳固,变坚实adv.稳固地,坚定地"
fish,"n.鱼,鱼肉,鱼类,接合板vt.钓,钓鱼,查出,用接合板连接vi.捕鱼,钓鱼,用钩捞取,间接探听,拉摸索寻找"
fisherman,"n.渔民,渔夫"
fist,"n.拳头,手,抓住,抓牢vt.拳打,握成拳,紧握"
fit,"n.突然发作,适合,痉挛,一阵adj.合适的,恰当的,健康的,,准备好的vt.适合,安装,使合身,使适应,使合格vi.适合,符合"
fitting room,
fix,"vt.使固定,装置,修理,准备,安装,凝视,整理,牢记vi.固定,注视,决定,选定,确定n.困境,方位,贿赂"
five," num.五,五个(人或物)n.五个一组,<口>五厘息金的证券"
fifth,adj.第五的
fifteen,adj.十五
fifty,adj.五十
flag,"n.旗,标记v.标记"
flame,"n.火焰,光辉,光芒,热情,激情"
flaming,"adj.燃烧的,热烈的,色彩鲜明的,熊熊的,灼热的,火红的,惊人的"
flash,"n.闪光,闪现,一瞬间;vi.闪光,闪现,反射,使迅速传便;vt.使闪光,反射;adj.闪光的,火速的"
flat,"adj.平坦的,扁平的,单调的,倒下的,浅的,干脆的,无聊的,无力的adv.平直地,仰卧地,恰恰,正好,断然地n.平面,平地,一层,公寓v.(使)变平,(使)降半音"
flee,"vt.逃避,逃跑,逃走vi.消散,逃,消失"
flesh,"n.肉,(供食用的)兽肉,肉体,肉欲,果肉,蔬菜的嫩部,亲属,人体vt.以肉喂(猎犬等),使肥,赋以血肉vi.长胖"
flexible,"adj.柔韧性,易曲的,灵活的,柔软的,能变形的,可通融的"
flight,"n.飞行,逃走,飞跃,飞机的航程,班机,追逐,楼梯的一段,射程vi.成群飞行,迁徙vt.射击(飞禽),使惊飞"
float,"n.漂流物,浮舟,漂浮,浮萍,彩车vi.浮动,飘浮,散播,摇摆,漂浮,动摇(计划等)付诸实行vt.使漂浮,容纳,淹没,发行,实行,用水注满"
flood,"n.洪水,水灾,(因雨)涨潮,[诗]水vt.淹没,使泛滥,注满,充满vi.被水淹,溢出,涌进,喷出,涌出"
floor,"n.(房间,走廊等的)地面,地板,基底,(室内的)场地,层,海底,议员席vt.在...上铺(地板),击倒,(被困难)难倒"
flour,n.面粉
flow,"n.流程,流动,(河水)泛滥,洋溢vi.流动,涌流,川流不息,飘扬vt.溢过,淹没"
flu,
fluent,"adj.流利的,流畅的"
fluency,"n.流利,流畅,雄辩"
fly,"n.苍蝇,两翼昆虫,飞行vi.飞翔,飘扬,溃逃vt.飞越,使飘扬,逃脱adj.机敏的,敏捷的"
focus,"n.(兴趣活动等的)中心,焦点,焦距,[医]病灶,[地](地震的)震源vi.聚焦,注视vt.使集中在焦点上,定焦点,调焦,集中"
fog,"n.雾,烟雾,尘雾,迷惑,苔藓vi.被雾笼罩,变模糊vt.使困惑,以雾笼罩"
foggy,"adj.雾深的,模糊的,朦胧的,(玻璃窗等)不明净的"
fold,"n.折,羊栏,折痕,信徒vt.折叠,包,合拢,抱住,笼罩,调入,交迭vi.折叠起来,彻底失败"
folk,"n.人们,亲属(复数),民族adj.民间的"
follow,"vt.跟随,追随,沿...而行,理解,遵循,从事,追求,注视vi.跟随,接着n.跟随,追随"
following,"n.下列各项,部下,党羽adj.下列的,其次的 prep.在...之后"
fond,"adj.[只作表语]喜爱的,多情的,喜欢的,宠爱的,温柔的"
foolish,"adj.愚蠢的,傻的,笨的,卤莽的,可爱的"
foolishly,"adv.愚笨地,无聊地"
footstep,"n.脚步,脚步声,一步跨出去的距离"
for," prep.(表示目的)为了,因为,至于,对于,适合于 conj.因为"
forbid,"vt.禁止,不许v.禁止"
force,"n.力量,武力,精力,魄力,势力,暴力,[复]军队,影响力vt.强制,强加,(用武力)夺取,促使,推动,施加压力"
forecast,"n.先见,预见,预测,预报vt.预想,预测,预报,预兆"
forehead,"n.前额,(任何事物的)前部"
foreign,"adj.外国的,外交的,外国产的,外来的,[医]异质的,不相关的"
foreigner,"n.外国人,外地人"
foresee,"vt.预见,预知"
forest,"n.森林,林木,<英>御猎场adj.森林的,住在森林中的vt.植树于"
forever,"adv.永远,永恒,永久,常常,始终"
forget,"vt.忘记,忽略vi.忘记,忘形,忘乎所以"
forgetful,"adj.健忘的,易忘的"
forgive,"vt.原谅,饶恕,宽免(某人)之债务"
fork,"n.叉,耙,叉形物,餐叉"
format,"n.开本,版式,形式,格式vt.安排...的格局(或规格),[计]格式化(磁盘)"
former,"adj.从前的,以前的n.形成者,创造者,模型,样板"
fortnight,n.两星期
fortunate,"adj.幸运的,幸福的"
fortune,"n.财富,运气,大量财产,好运,命运vt.<古>偶然发生vt.给...以大宗财富"
forty," num.四十,40n.四十岁"
four," num.四,四个,第四(卷,章,叶等)"
fourteen, num.十四
fourth, num.第四个
found,"v.建立,创立,创办,使有根据,铸造,熔制"
founding,
fountain,"n.泉水,喷泉,源泉"
fox,"n.狐狸,狐皮,狡猾的人vi.奸狡地行动,变酸vt.使变酸,使生黄斑"
fragile,"adj.易碎的,脆的"
free,"adj.自由的,大方的,免费的,免税的,丰富的,空闲的vt.释放,使自由adv.自由地,免费"
freedom,"n.自由,自主,直率,特权"
freeway,n.高速公路
freeze,"v.(使)结冰,(使)冷冻,冻结"
freezing,"adj.冰冻的,严寒的,冷冻用的"
frequent,"adj.时常发生的,频繁的"
frequently,"adv.常常,频繁地n.经常地"
fresh,"adj.新鲜的,无经验的,生的,冒失的,鲜艳的adv.最新地,刚刚n.开始,泛滥"
friction,"n.摩擦,摩擦力"
fridge,n.电冰箱
friendly,"adj.友好的,友谊的"
fright,"n.惊骇,吃惊"
frighten,vt.使惊吓vi.惊恐
frog,n.青蛙vi.捕蛙
from," prep.从,今后,来自,由于"
front,"n.前面,开头,前线,(政治上的)阵线,态度,外表vt.面对,朝向,对付vi.朝向"
frontier,"n.国境,边疆,边境"
frost,"n.霜,霜冻,严寒v.结霜"
fruit,"n.水果,果实,果类,成果vi.结果实"
fruitful,"adj.果实结得多的,多产的,富有成效的"
fry,"n.油炸食物,油炸锅,鱼苗,鱼秧v.油炸,油煎"
fuel,"n.燃料vt.加燃料,供以燃料vi.得到燃料"
full,"n.全部,完整adj.充满的,完全的,丰富的,完美的,详尽的,丰满的adv.完全地,整整,十分vt.把衣服缝得宽大"
function,"n.官能,功能,作用,职责,典礼,仪式,[数]函数vi.(器官等)活动,运行,行使职责"
multifunction,
multifunctional,adj.多功能的
fundamental,"adj.基础的,基本的n.[pl.] 基本原则,基本原理"
funeral,"n.葬礼,出殡"
fur,"n.毛皮,毛,软毛"
furnish,"vt.供应,提供,装备,布置v.供给"
furniture,"n.家具,设备,储藏物"
furry,"adj.毛皮的,盖着毛皮的,有锅垢的,有舌苔的"
future,"n.未来,将来,前途,远景adj.未来的,将来的"
gain,"n.财物的增加,财富的获取,利润,腰槽,收获vt.得到,增进,赚到,开腰槽于vi.获利,增加"
gale,"n.大风,(突发的)一阵"
gallery,"n.走廊、戏院、教堂等中最高的楼座,美术陈列室,画廊,图库"
gallon,n.加仑
garage,"n.汽车间,修车厂,车库v.放入车库"
garbage,"n.垃圾,废物"
garden,"n.(菜、花)园,花园"
gardening,"n.园艺,造园,造园术,园林工人的工作"
garlic,"n.[植]大蒜,(Akkuyn sadtium),蒜头"
garment,"n.衣服,外衣,外表"
gather,"n.集合,聚集vi.集合,聚集,渐增,蹙眉,化脓vt.使聚集,搜集,积聚,推断"
gay,"adj.欢迎的,<美俚>同性恋的,放荡的,快乐的n.<美俚> 同性恋者,尤指男性同性者"
gene,"n.[遗传]因子,[遗传]基因 Gene 吉恩(男子名)"
general,"n.普通,将军,概要adj.一般的,普通的,综合的,概括的,全面的,大体的 n.常规"
generally,"adv.一般,通常,一般地"
generation,"n.产生,发生,一代,一代人"
genius,"n.天才,天赋,天才人物"
gentle,"adj.温和的,文雅的"
gentleman,"n.阁下,先生,有身分的人,绅士,[pl.] 男厕所,男盥洗室"
geography,"n.地理学,地理"
geometry,n.几何学
German,
Germany,
gesture,"n.姿态,手势,表示v.作手势,以手势表示"
get,"vt.获得,变成,收获,使得,挣得,受到(惩罚,打击等),染上,抓住vi.到达,成为,变得n.生殖,幼兽"
giant,"n.巨人,大力士,巨大的动物或植物,伟人,天才adj.庞大的,巨大的"
gift,"n.赠品,礼物,天赋,才能"
gifted,adj.有天才的
giraffe,"n.长颈鹿,鹿豹座"
give,"n.弹性,可弯性vt.给,授予,供给,献出,让步,引起,发表,捐助vi.捐赠,让步"
glance,"vi.扫视,匆匆一看n.一瞥,眼光,匆匆一看"
glare,"n.眩目的光,显眼,怒目而视,(冰等的表面)光滑的表面v.闪耀"
glass,"n.玻璃,玻璃制品,玻璃杯,镜子,眼镜,望远镜,气压计,晴雨表vt.装玻璃于,反映vi.成玻璃状"
glimpse,"n.一瞥,一看v.瞥见"
globe,"n.球体,地球仪,地球,世界"
glory,"n.荣誉,光荣"
glove,n.手套vt.戴手套
glue,"n.胶,胶水vt.胶合,粘贴,粘合"
glue stick,
go,"vi.离去,走,进行,变成,趋于,达到,求助于,诉诸vt.以...打赌,忍受,出产n.去,进行"
goal,"n.目的,目标,守门员,球门,(球赛等的)得分"
gold,"n.黄金,金币adj.金的,金制的"
golden,"adj.金色的,金黄色的,贵重的,极好的,黄金的"
goods,"n.货物,<美俚>工具"
govern,"v.统治,支配,管理"
gown,"n.长袍,法衣,礼服,睡袍"
grade,"n.等级,级别vt.评分,评级v.分等级"
gradually,adv.逐渐地
graduate,"n.(大学)毕业生,研究生v.(使)(大学)毕业"
graduation,"n.毕业,毕业典礼,刻度,分等级"
grain,"n.谷物,谷类,谷粒,细粒,颗粒,粮食"
grand,"adj.盛大的,豪华的,重大的,主要的,极重要的"
grape,"n.葡萄,葡萄树"
graph,"n.图表,曲线图"
grasp,"vt.抓住,抓紧,掌握,领会n.抓住,抓紧,掌握,领会"
grass,n.草
grateful,"adj.感激的,感谢的"
gravity,"n.地心引力,重力"
greedy,"adj.贪吃的,贪婪的,渴望的"
greengrocer,"n.蔬菜水果商,菜贩"
greet,"vt.问候,向...致意,获悉(消息),映入眼帘"
greeting,"n.祝贺,问候"
grey,"adj.灰色的,灰白的n.灰色"
red,"n.红色,红衣服,红颜料,赤字,亏空adj.红(色)的,革命的"
orange,"n.柑,桔,橙,橙色"
yellow,n.黄色adj.黄色的
green,"n.绿色,绿色颜料,绿色物品adj.绿色的,未成熟的,新鲜的,精力旺盛的,无经验的,青春的"
blue,"n.蓝色adj.蓝色的,忧郁的,沮丧的"
purple,adj.紫色的n.紫色
pink,"n.粉红色,石竹花,化身,极致,精华adj.粉红的vt.刺,扎,刺痛,使变粉红色vi.变粉红色"
black,"n.黑色,黑颜料,黑人adj.黑色的,弄脏了的,忧郁的vt.(使)变黑,涂黑"
grill,"n.烤架,铁格子,烤肉v.烧,烤,严加盘问"
grocer,"n.食品商,杂货店"
ground,"n.地面,土地,战场,场所,范围adj.土地的,地面上的vt.把...放在地上,使搁浅,打基础vi.具有基础,着陆,搁浅 vbl.grind的过去式"
grow,"vi.生长,成长,渐渐变得,增长,增高vt.种植,栽培,培育"
growth,"n.生长,种植,栽培,发育,等比级数"
gruel,"n.稀粥vt.使极度紧张,(用重罚或逼供等)使精疲力尽"
guarantee,"n.保证,保证书,担保,抵押品vt.保证,担保"
guard,"n.守卫,警戒,护卫队,防护装置vt.保卫,看守,当心vi.防止,警惕,警卫"
guest,"n.客人,来宾,旅客vt.招待,款待vi.作客,寄宿"
guide,"n.领路人,导游者,向导,引导者,指南vt.指导,支配,管理,带领,操纵vi.任向导"
guidance,"n.指导,领导"
guilty,"adj.犯罪的,有罪的,心虚的"
guilt,"n.罪行,内疚"
guitar,"n.吉他,六弦琴vi.弹吉他"
gun,"n.炮,枪,<美>手枪,油门vi.用枪射击,用枪打猎,加大油门快速前进vt.向...开枪,开大(引擎、汽车)的油门"
gym," gymnasium 体育;n.体育馆,体操"
gymnastics,"n.体操,体育"
habit,"n.习惯,习性"
habitat,"n.(动植物的)生活环境,产地、栖息地,居留地,自生地,聚集处"
hair,"n.头发,毛发,毛状物,绒毛,些微"
hall,"n.会堂,礼堂,大厅,走廊,门厅"
hamburger,"n.<美> 碎牛肉,牛肉饼,汉堡包"
hammer,"n.铁锤,槌,锤子v.锤击,锤打"
hand,"n.手,掌管,协助,支配,插手,指针,雇员,手艺vt.支持,搀扶,交给"
handbag,n.手提包
handful,"n.一把,少数"
handkerchief,n.手帕
handtruck,"n.手推车,手推运货车"
handwriting,"n.笔迹,书写体,书法,笔势"
handy,"adj.手边的,就近的,唾手可得的,便利的,敏捷的,容易取得的"
handle,"n.柄,把手,把柄,口实,手感vt.触摸,运用,买卖,处理,操作vi.搬运,易于操纵n.[计]句柄"
handsome,"adj.英俊的,大方的,慷慨的,美观的,堂皇的"
hang,"n.悬挂的方式,(动作的)暂停,中止vt.悬挂,附着,装饰,绞死,踌躇,使悬而未决,垂下vi.悬着,垂下,被绞死,悬而不决"
happen,"vi.发生,碰巧,偶然v.发生,恰巧,偶然发现"
happy,"adj.快乐的,幸福的,陶醉于...的,恰当的"
happiness,
harbour,n.(=harbor) 海港
hard,"adj.硬的,坚固的,(问题,工作等)困难的,艰苦的,猛烈的,确实的adv.努力地,辛苦地,坚硬地,牢固地,接近地,猛烈地"
hardship,"n.困苦,艰难,辛苦"
hardworking,"adj.苦干的,不辞辛劳的"
harm,"vt.伤害,损害n.伤害,损害"
harmful,"adj.有害的,伤害的"
harmless,adj.无害的
harmony,"n.协调,融洽"
harvest,"n.收获,收成,结果,成果v.收获,收割"
hatch,"n.孵化,舱口,舱口盖,(门、墙壁、地板上的)开口vt.孵,孵出,策划,图谋vi.孵化"
