divulge,"vt.泄露,暴露"
terse,"adj.简洁的,扼要的"
curt,adj.简略的
taciturn,adj.沉默寡言的
paragon,n.模范
model,"n.样式,型,模范,典型,模型,原型,模特儿vt.模仿v.模拟"
outmoded,adj.过时的
obsolete,"adj.荒废的,陈旧的n.废词,陈腐的人"
fusty,"adj.旧式的,霉臭的,陈腐的,古板的"
unfashionable,adj.不流行的
fleeting,
momentary,"adj.瞬间的,刹那间的"
galvanize,"v.通电流于,电镀"
animate,v.鼓舞adj.生气勃勃的
rouse,"v.唤醒,激起,使振奋,惊起n.觉醒,奋起"
interchangeable, /n.可交换性
fungible,"adj.可互换的,代替的n.代替物"
exiguous,"adj.稀少的,细小的,些须的"
scanty,"adj.缺乏的,不足的,稀疏的,俭省的,不充足的"
valorize,"vt.规定价格,稳定物价"
exalt,v.晋升
meticulous,adj.小心翼翼的
painstaking,"n.苦干,辛苦adj.辛苦的,辛勤的,艰苦的"
exactitude,"n.正确,精密,精确,严格,规规矩矩"
thorough,"adj.十分的,彻底的"
exacting,"adj.苛求的,严格的,吃力的,需付出极大耐心"
satire,"n.讽刺文学,讽刺"
mockery,n.嘲笑
obviate,"vt.消除,排除(危险、障碍等),回避,预防,避免"
displace,"vt.移置,转移,取代,置换v.转移"
avert,v.转移
preclude,n.排除
audacious,"adj.大胆的,卤莽的,大胆创新的"
brazen,"adj.黄铜制的,厚颜无耻的"
antediluvian,"adj.(<<圣经>>中所说的)大洪水前的,上古的,古风的n.大洪水以前的人,很老的人,老古董"
archaic,"adj.古老的,古代的,陈旧的"
detract,v.转移
deprecate,"vt.抗议,不赞成,抨击,反对,藐视,轻视"
chagrin,"n.懊恼,气愤,委屈"
vexation,"n.恼怒,烦恼,着急,苦恼的原因"
mordant,"n.媒染,媒染剂,金属腐蚀剂,金属箔粘着剂adj.讽刺的,媒染性的,有腐蚀性的vt.以媒染剂处理"
acerbic,"adj.酸的,尖刻的"
pugnacious,adj.好斗的
belligerent,"adj.好战的,交战国的,交战的"
truculent,adj.好战凶猛的
exacerbate,"vt.恶化,增剧,激怒,使加剧,使烦恼"
aggravate,"vt.使恶化,加重"
furtive,"adj.偷偷摸摸的,鬼鬼祟祟的,秘密的,私下的,隐密的"
secretive,"adj.秘密的,偷偷摸摸的,[生理]分泌的,促进分沁的"
archetypal,adj.原型的
classic,"n.[pl.] 杰作,名著adj.第一流的"
adversarial,"adj.敌手的,对手的,对抗(性)的"
antagonistic,"adj.反对的,敌对的"
premature,"adj.未成熟的,太早的,早熟的"
precocious,adj.早熟的
jeopardize,v.危害
endanger,vt.危及
conjure,"v.(以咒文)召唤,变戏法,想象vi.变戏法,施魔法vt.祈求,恳求"
imagine,"vt.想象,设想"
enormous,"adj.巨大的,庞大的,<古>极恶的,凶暴的"
magnitude,"n.大小,数量,巨大,广大,量级"
defy,"vt.不服从,公然反抗,藐视,挑衅,违抗,使...难于n.挑战"
disregard,"v.不理漠视n.漠视,忽视"
flout,"vt.轻视,嘲笑,愚弄vi.表示轻蔑n.侮辱,嘲笑,愚弄,轻视"
admonish,"vt.劝告,训诫,警告"
scolding,"n.责骂,叱责"
preclude,n.排除
prevent,"v.防止,预防"
rule out,
forswear,v.幸运
eschew,"vt.避开,远避"
solidarity,n.团结
camaraderie,"n.同志之爱,友情"
conspicuous,adj.显著的
prominent,"adj.卓越的,显著的,突出的"
salient,"adj.易见的,显著的,突出的,跳跃的n.凸角,突出部分"
obtrusive,"adj.强迫人的,突出的,鲁莽的,令人厌恶的,过分炫耀的"
marked,"adj.有记号的,显著的"
noticeable,"adj.显而易见的,值得注意的"
remarkable,"adj.不平常的,非凡的,值得注意的,显著的"
noteworthy,"adj.值得注目的,显著的"
disinformation,n.故意的假情报
mendacity,"n.撒谎癖,虚假,谎言"
inexpressible,adj.难以形容的
ineffable,"adj.不能说的,不应说出的,避讳的"
unutterable,"adj.非言语所能表达的,十足的"
plethora,"n.过剩,过多,多血症"
glut,v.充斥
surfeit,"n.过食,过度,恶心vt.使饮食过度,使沉溺于vi.饮食过度"
disregard,"v.不理漠视n.漠视,忽视"
contempt,"n.轻视,轻蔑,耻辱,不尊敬,[律]藐视法庭(或国会)"
defy,"vt.不服从,公然反抗,藐视,挑衅,违抗,使...难于n.挑战"
antagonistic,"adj.反对的,敌对的"
adversarial,"adj.敌手的,对手的,对抗(性)的"
inimical,adj.敌意的
commonplace,"n.平凡的事,平常话adj.平凡的"
pervasive,adj.普遍深入的
meager,n.兆
insufficient,"adj.不足的,不够的n.不足"
paltry,"adj.不足取的,无价值的,琐碎的,下贱的"
avaricious,"adj.贪财的,贪婪的"
rapacious,"adj.掠夺的,贪婪的"
prefigure,v.预示
anticipate,"vt.预期,期望,过早使用,先人一着,占先v.预订,预见,可以预料"
animus,"n.敌意,意图"
hostility,"n.敌意,恶意,不友善,敌对,对抗,反对"
justification,"n.认为有理,认为正当,理由,辩护,释罪"
rationale,n.基本原理
dearth,n.缺乏
paucity,n.极小量
vacuousness,
calumny,"n.诽谤,中伤"
defamatory,"adj.破坏名誉的,诽谤的"
pertinent,"adj.有关的,相干的,中肯的"
relevant,"adj.有关的,相应的"
precocious,adj.早熟的
maturity,"n.成热,完备,(票据)到期,成熟"
repudiate,v.批判
recant,v.放弃
quirky,"adj.诡诈的,离奇的"
unconventional," /n.非常规,异常ly//adv.不依惯例l/adj.非传统的"
proponent,"n.建议者,支持者,[律]提出认证遗嘱者"
defender,"n.防卫者,拥护者,辩护者,[运动]卫冕者"
champion,"n.冠军,拥护者,战士vt.拥护,支持"
conscientious,adj.尽责的
exacting,"adj.苛求的,严格的,吃力的,需付出极大耐心"
rapacious,"adj.掠夺的,贪婪的"
avaricious,"adj.贪财的,贪婪的"
provisional,adj.临时的
conditional,"adj.有条件的,引起条件反应的"
circumspect,"adj.慎重的,周到的"
prudent,adj.谨慎的
chary,"adj.仔细的,谨慎的,吝啬的"
cautious,"adj.谨慎的,小心的"
majestic,"adj.宏伟的,庄严的"
august,"adj.令人敬畏的,威严的n.八月(略作Aug) August 八月"
estrange,v.疏远
unlinked,
disaffect,"vt.使不满意,使疏远,使成为敌人"
circuitous,adj.迂回线路的
indirect,"adj.间接的,迂回的"
propitious,adj.吉利的
auspicious,"n.吉兆的,幸运的"
nullify,v.无效
disprove,"v.反驳,驳斥,证明...为误"
facilitate,"vt.(不以人作主语的)使容易,使便利,推动,帮助,使容易,促进"
speed up,
expedite,"v.加速,派出adj.畅通的,迅速的"
appease,"vt.平息,安抚,缓和,使满足"
placate,v.安抚
deleterious,"adj.有害的,有毒的"
detrimental,adj.有害的
devastating,"adj.破坏性的,全然的"
rehabilitate,"v.使(身体)康复,使复职,使恢复名誉,使复原"
restore,"vt.恢复,使回复,归还,交还,修复,重建"
bypass,"n.旁路vt.设旁路,迂回"
circumvent,"vt.围绕,包围,智取"
skirt,n.裙子v.环绕
scathing,adj.严厉的
acerbic,"adj.酸的,尖刻的"
sarcastic,adj.讽刺的
block,"n.木块,石块,块,街区,印版,滑轮,阻滞,(一)批vt.防碍,阻塞"
hinder,"adj.后面的v.阻碍,打扰"
profligate,"adj.放荡的,不检点的,肆意挥霍的n.放荡者,享乐者"
extravagant,"adj.奢侈的,浪费的,过分的,放纵的"
prodigal,adj.浪费的n.浪子
nimble,adj.敏捷的
dexterous,"adj.灵巧的,惯用右手的"
skillful,"adj.灵巧的,熟练的,制作精巧的"
adroit,"adj.熟练的,机捷的"
heterogeneous,adj.不同种类的 异类的
disparate,adj.全异的
dissimilar,"adj.不同的,相异的"
verisimilitude,"n.似真,逼真"
realism,n.现实主义
sycophantic,"adj.说奉承话的,阿谀的"
obsequious,"adj.谄媚的,奉承的,拍马屁的"
adulator,n.好奉承的人
circumvent,"vt.围绕,包围,智取"
bypass,"n.旁路vt.设旁路,迂回"
skirt,n.裙子v.环绕
sidestep,"n.横跨的一步,(侧面的)台阶vt.横跨一步躲闪,回避(困难)vi.回避问题,躲避打击"
rigid,"adj.刚硬的,刚性的,严格的"
dogmatic,"adj.教条的,独断的"
plaintive,"adj.悲哀的,哀伤的"
elegiac,"adj.哀歌体的,挽歌的n.哀歌,挽歌"
convulsion,"n.震撼,动乱,震动,惊厥,痉挛"
upheaval,n.剧变
idiosyncrasy,"n.特质,特性"
distinct,"adj.清楚的,明显的,截然不同的,独特的"
atypical,adj.非典型的
pecuniary,"adj.金钱的,金钱上的,应罚款的"
economic,"adj.经济(上)的,产供销的,经济学的"
rancor,"n.深仇,怨恨"
acrimony,"n.言谈举止上的刻毒,讽刺,毒辣"
pompous,adj.华而不实的
bombastic,"adj.夸大的,言过其实的"
demarcate,v.划分界线
line,"n.绳,索,线路,航线,诗句vt.排成一行,顺...排列,划线于,使有线条,使起皱纹vi.排队"
adulation,"n.奉承,阿谀"
sycophant,"n.拍马屁的人,谄媚者,奉承者adj.拍马的,奉承的"
timely,"adj.及时的,适时的"
opportune,"adj.(指时间)凑巧的、恰好的,(指行动或事件)及时、适宜的"
obsequious,"adj.谄媚的,奉承的,拍马屁的"
sycophantic,"adj.说奉承话的,阿谀的"
terse,"adj.简洁的,扼要的"
curt,adj.简略的
taciturn,adj.沉默寡言的
laconic,"adj.(用词)简洁的,简明的"
succinct,"adj.简洁的,紧身的,压缩在小范围内的"
abate,"vt.使(数量、程度等)减少,减轻,除去,缓和,打折扣vi.(数量、程度等)减少,减轻,失效,缓和,(法令等)被废除"
mitigate,v.减轻
flatter,"vt.过分夸赞,奉承,阿谀,使高兴,使满意,(画,肖像上的形象)胜过(真人或实物)"
fawn,"n.(未满一岁的)小鹿,小山羊,小动物,鹿毛色,浅黄褐色vi.奉承,讨好v.生(小山羊或小动物)adj.浅黄褐色"
accentuate,"v.重读,强调,着重强调"
highlight,"n.加亮区,精彩场面,最显著(重要)部分vt.加亮,使显著,以强光照射,突出"
augment,"v.增加,增大n.增加"
extend,"v.扩充,延伸,伸展,扩大[军]使疏开,给予,提供,演化出的全文,<英>[律]对(地产等)估价"
enhance,"vt.提高,增强v.提高"
contrite,"adj.深感懊悔的,由悔悟引起的"
penitent,adj.悔过的n.悔罪者
remorse,"n.懊悔,自责,同情,怜悯"
inimical,adj.敌意的
antagonistic,"adj.反对的,敌对的"
deleterious,"adj.有害的,有毒的"
hallow,"vt.使...神圣,视为神圣"
respect,"n.尊敬,敬重,注意,考虑,尊重,关系,有关,敬意vt.尊敬,尊重,不防碍"
unexampled,"adj.无前例的,无可比拟的"
novel,"n.小说,长篇故事adj.新奇的,新颖的,异常的"
jubilation,n.庆祝
enthusiasm,"n.狂热,热心,积极性,激发热情的事物"
nonchalant,adj.冷淡的
insouciant,"adj.漫不经心的,漠不关心的,无忧无虑的"
prodigal,adj.浪费的n.浪子
profligate,"adj.放荡的,不检点的,肆意挥霍的n.放荡者,享乐者"
extravagant,"adj.奢侈的,浪费的,过分的,放纵的"
diverse,"adj.不同的,变化多的"
varied,"adj.杂色的,各式各样的"
divergent,adj.分歧的
protean,"adj. 变化多端的,变化无常的"
versatile,"adj.通用的,万能的,多才多艺的,多面手的"
pillory,"n.(古刑具)颈手枷,示众vt.上颈手枷,使惹人嘲笑"
vilify,"vt.诽谤,辱骂,贬低,轻视"
conceive,"vt.构思,以为,持有vi.怀孕,考虑,设想"
imaginable,"adj.可想象的,可能的"
dismissive,adj.表示轻视的
ignorant,adj.无知的
discrepancy,"n.相差,差异,矛盾"
incongruity,"n.不调和的,不适宜的"
acerbic,"adj.酸的,尖刻的"
mordant,"n.媒染,媒染剂,金属腐蚀剂,金属箔粘着剂adj.讽刺的,媒染性的,有腐蚀性的vt.以媒染剂处理"
caustic,"adj.腐蚀性的,刻薄的"
cutting,"n.切断,开凿,切下"
scathing,adj.严厉的
resurgence,n.苏醒
recrudescent,adj.复发的
analogous,"adj.类似的,相似的,可比拟的"
comparable,"adj.可比较的,比得上的"
castigate,v.严惩
chastise,"vt.严惩,惩罚"
static,"adj.静态的,静力的 静电噪声"
invariable,"n.不变的,永恒的adj.[数]不变的,不变量"
forerunner,"n.先驱(者),传令官,预兆"
precursor,n.先驱
objective,"n.目标,目的,(显微镜的)(接)物镜,[语法]宾格adj.客观的,[语法]宾格的"
fair,"adj.美丽的,女性的,(肤色)白皙的,(头发)金黄的,干净的,公平的,(天气)晴朗的adv.公平地,公正地,直接地,清楚地n.美好的事物,美人,展览会,市集vi.转晴"
prophetic,adj.预言的
prescient,"adj.预知的,预见的"
condone,"vt.宽恕,赦免"
excuse,"vt.原谅,申辩,做为...的托辞,为...免去n.饶恕,致歉,理由,口实,借口,清借条,免去"
acumen,"n.敏锐,聪明"
shrewdness,机灵
revere,"v.尊敬,敬畏,崇敬"
venerate,v.崇敬
belligerent,"adj.好战的,交战国的,交战的"
pugnacious,adj.好斗的
taciturn,adj.沉默寡言的
terse,"adj.简洁的,扼要的"
curt,adj.简略的
laconic,"adj.(用词)简洁的,简明的"
penitential,"adj.后悔的,忏悔的,苦行赎罪的n.赎罪规则书"
contrite,"adj.深感懊悔的,由悔悟引起的"
eliminate,"vt.排除,消除v.除去"
put to rest,
predicament,n.困境
dilemma,"n.进退两难的局面,困难的选择"
quandary,"n.困惑,窘境,进退两难"
precarious,adj.不稳定的
perilous,adj.危险的
unrelenting,"adj.不宽恕的,不屈不挠的,无情的,冷酷的"
persistent,adj.持久稳固的
disseminate,v.散布
transmit,"vt.传输,转送,传达,传导,发射,遗传,传播vi.发射信号,发报"
banish,"vt.流放,驱逐,消除"
expel,"v.驱逐,开除,排出,发射"
oust,"vt.剥夺,取代,驱逐"
skittish,"adj.易激动的,轻佻的"
restive,adj.难控制的
fractious,"adj.易怒的,倔强的,脾气不好的"
tranquil,adj.安静的
peaceful,"adj.和平的,平静的,安宁的,爱好和平的"
decorous,adj.有礼貌的
seemly,adj.适宜的
disparage,"vt.蔑视,贬损,使失去信誉"
slight,"adj.轻微的,微小的"
hackneyed,"adj.不新奇的,陈腐的,常见的"
unoriginal,"adj.非独创的,无创造性的"
bucolic,"adj.牧羊的,牧歌的,田园风味的n.田园诗,农夫"
pastoral,"n.牧歌,田园文学,田园诗adj.牧人的,田园生活的,牧师的"
pastoral,"n.牧歌,田园文学,田园诗adj.牧人的,田园生活的,牧师的"
bucolic,"adj.牧羊的,牧歌的,田园风味的n.田园诗,农夫"
petty,"adj.小的,不重要的,小规模的,小型的,细微的,小器的,卑鄙的"
small-minded,
painstaking,"n.苦干,辛苦adj.辛苦的,辛勤的,艰苦的"
meticulous,adj.小心翼翼的
eminent,"adj.显赫的,杰出的,有名的,优良的"
famous,"adj.著名的,出名的,<口>极好的,令人满意的"
safeguard,"vt.维护,保护,捍卫n.安全装置,安全措施"
preserving,"vbl.保存,保留"
recondite,"adj.深奥的,隐藏的,晦涩的"
esoteric,adj.深奥
arcane,"adj.神秘的,不可思议的"
abstruse,"adj.奥妙的,深奥的"
cure-all,
panacea,n.万能药
scorn,"n.轻蔑,嘲笑,被叱责的人vt.轻蔑,不屑做"
deride,"vt.嘲弄,嘲笑"
obsolete,"adj.荒废的,陈旧的n.废词,陈腐的人"
outmoded,adj.过时的
fusty,"adj.旧式的,霉臭的,陈腐的,古板的"
quotidian,"adj.每日的,每日发作的,平凡的,日常的n.日发虐"
workday,n.工作日
veracious,"adj.说实话的,诚实的,准确的,真实的"
truth,"n.事实,确实,真理,原理"
voracious,"adj.狼吞虎咽的,贪婪的"
insatiable,"adj.不知足的,贪求无厌的"
prodigious,adj.巨大的
provocative,adj.煽动的n.刺激物
inflammatory,adj.煽动性的
controversial,"adj.争论的,争议的"
stimulating,"adj.刺激的,有刺激性的"
impecunious,"adj.(经常)没有钱的,身无分文的,贫穷的"
indigent,"adj.贫乏的,穷困的"
assiduous,"adj.勤勉的,刻苦的"
industrious,"adj.勤勉的,刻苦的"
abstruse,"adj.奥妙的,深奥的"
esoteric,adj.深奥
arcane,"adj.神秘的,不可思议的"
recondite,"adj.深奥的,隐藏的,晦涩的"
render,"vt.呈递,归还,着色,汇报,致使,放弃,表演,实施vi.给予补偿n.交纳,粉刷,打底"
reproduce,"v.繁殖,再生,复制,使...在脑海中重现"
regurgitate,"v.(使)涌回,(使)流回,(使)反刍"
homogeneous,"adj.同类的,相似的,均一的,均匀的"
uniform,"adj.统一的,相同的,一致的,始终如一的,均衡的n.制服vt.使成一样,使穿制服"
unvaried,"adj.未改变的,没有变化的"
resemblance,n.类同之处
immense,"adj.极广大的,无边的,<口>非常好的"
colossal,"adj.巨大的,庞大的"
kindred,"n.家族,相似,亲属关系,(用作复数)亲戚、族人adj.同族的,同类的,血缘的,类似的"
affiliated,"adj.附属的,有关连的"
affiliate,"v.(使...)加入,接受为会员"
kindred,"n.家族,相似,亲属关系,(用作复数)亲戚、族人adj.同族的,同类的,血缘的,类似的"
refuge,"n.庇护,避难,避难所"
oasis,"n.(沙漠中)绿洲,(不毛之地中的)沃洲,舒适的地方"
mortify,"vt.克服,苦修,使苦恼vi.制欲,苦行,坏死"
embarrass,"vt.使困窘,使局促不安,阻碍,麻烦"
heterodox,"adj.非正统的,异端的"
iconoclastic,"adj.偶像破坏的,打破旧习的"
doctrinaire,n.教条主义者
dogmatic,"adj.教条的,独断的"
sporadic,adj.零星的
fitful,"adj.断断续续的,一阵阵的,间歇的,不定的,不规则的"
scanty,"adj.缺乏的,不足的,稀疏的,俭省的,不充足的"
debacle,"n.崩溃,溃裂"
fiasco,"n.惨败,大失败,可耻的下场"
boon,"n.恩惠,实惠,福利"
benefit,"n.利益,好处vt.有益于,有助于vi.受益"
sullen,"adj.愠怒的,沉沉不乐的,(天气等)阴沉的"
surly,"adj.粗暴的,乖戾的,阴沉的,无礼的,板面孔的"
grumpy,"adj.脾气坏的,性情乖戾的,脾气暴躁的"
prudent,adj.谨慎的
circumspect,"adj.慎重的,周到的"
provident,adj.有远见的
laborious,"adj.(指工作)艰苦的,费力的,(指人)勤劳的"
arduous,"adj.费劲的,辛勤的,险峻的"
divert,"v.转移,转向,使高兴"
entertain,"vt.娱乐,招待,接受,怀抱vi.款待"
obdurate,"adj.冷酷无情的,顽固的,执拗的"
intransigence,"n.不妥协态度,不让步,不调和"
fortitude,n.坚韧
brandish,vt.挥舞n.挥舞
boast,"n.自夸,值得夸耀的事物v.自夸,以有...而自豪"
erroneous,"adj.错误的,不正确的"
inaccurate,"adj.错误的,不准确的"
feasible,"adj.可行的,切实可行的"
practicable,"adj.能实行的,行得通的,可以实行的"
schism,"n.(政治组织等的)分裂,教派"
factiousness,
notorious,adj.声名狼籍的
infamous,adj.声名狼籍的
benign,"adj.(病)良性的,(气候)良好的,仁慈的,和蔼的"
innocuous,"adj.无害的,无毒的,无伤大雅的,不得罪人的"
anodyne,"n.止痛剂,镇痛剂adj.止痛的"
abridge,"v.删节,削减,精简"
synoptic,"adj.概要的,[气]天气的,[宗]对观福音书的"
lurid,"adj.<罕>苍白的,可怕的,血红的,耸人听闻的"
sensational,"adj.使人感动的,非常好的"
copious,"adj.很多的,广识的,丰富的"
abundant,"adj.丰富的,充裕的,丰富,盛产,富于"
negligent,"adj.疏忽的,粗心大意的"
lax,"adj.松的,松懈的,不严格的,腹泻的,松驰的n.泻肚,[语]松元音"
careless,"adj.粗心的,疏忽的"
supersede,"vt.代替,取代,接替,紧接着...而到来,[律]延期vi.推迟行动"
preempt,v.先占
relinquish,v.放弃
cede,vt.放弃
abandon,"vt.放弃,遗弃;n.放任,狂热"
fabricate,"vt.制作,构成,捏造,伪造,虚构"
forge,"v.稳步前进,铸造,伪造"
bridle,"n.马勒,缰绳v.上笼头,昂首(表傲慢.愤怒等),抑制(欲望)"
inhibit," 抑制,约束,[化][医]抑制"
ecstatic,"n.狂喜的人adj.狂喜的,心醉神迷的,入迷的"
euphoric,
euphoria,"n.精神欢快.欣快,兴高采烈,[心]欣快症"
ecstasy,n.入迷
disgruntle,vt.使不高兴
crestfallen,adj.垂头丧气的
humdrum,adj.单调的
dull,"adj.感觉或理解迟钝的,无趣的,呆滞的,阴暗的vt.使迟钝,使阴暗,缓和vi.变迟钝,减少"
forge,"v.稳步前进,铸造,伪造"
fabricate,"vt.制作,构成,捏造,伪造,虚构"
garrulous,"adj.饶舌的,啁啾的,多嘴的"
loquacious,"adj.多话的,饶舌的,潺潺的"
pristine,adj.质朴的
undisturbed,"adj.没受到干扰的,安静的,镇定的"
apposite,adj.适当的
fitting,"adj.适合的,相称的,适宜的n.试穿,试衣,装配,装置"
germane,adj.有密切关系的
germane,adj.有密切关系的
relevant,"adj.有关的,相应的"
apposite,adj.适当的
fitful,"adj.断断续续的,一阵阵的,间歇的,不定的,不规则的"
sporadic,adj.零星的
imperturbable,"adj.沉着的,冷静的"
unflappable,"adj.不易惊慌的,镇定的"
exigent,"adj.紧急的,迫切的,苛求的,要求很高的"
pressing,adj.紧迫的v.挤压
erstwhile,"adv.<古>以前,往昔地adj.以前的,往昔的"
onetime,
onetime,
erstwhile,"adv.<古>以前,往昔地adj.以前的,往昔的"
timorous,adj.胆小的
diffident,
narcissism,"n.自我陶醉,自恋"
self-flattery,
forestall,"vt.之前,先...(用先发制人的方法)预防,阻止,囤积居奇,行动,用先发制人的方法预防,,垄断,阻碍"
avert,v.转移
prevent,"v.防止,预防"
indebted,"adj.负债的,感恩的"
beholden,adj.对...表示感谢
contemptuous,"adj.轻蔑的,侮辱的"
disdainful,"adj.轻蔑的,倨傲的"
nascent,adj.初生的
budding,"adj.萌芽的,发育的,少壮的n.发芽"
unformed,"adj.未成形的,无定型的,未充分发展的"
eloquent,"adj.雄辩的,有口才的,动人的,意味深长的"
rhetoric,adj.花言巧语的
adroit,"adj.熟练的,机捷的"
dexterous,"adj.灵巧的,惯用右手的"
nimble,adj.敏捷的
skillful,"adj.灵巧的,熟练的,制作精巧的"
deft,"adj.敏捷熟练的,灵巧的"
acumen,"n.敏锐,聪明"
bountiful,"adj.慷慨的,宽大的"
fertile,"adj.肥沃的,富饶的,能繁殖的"
impolitic,"adj.失策的,不得当的,不审慎的,没见识的"
tactless,adj.不老练的
fringe,"n.边缘,须边,刘海adj.边缘的,额外的v.在...上加以缘饰,成为...的边缘"
marginal,"adj.记在页边的,边缘的,边际的"
peripheral,adj.外围的n.外围设备
supplicate,"v.恳求,哀求,恳请,祈祷"
entreat,"v.恳求,乞求,<古>对待,对付"
solicit,v.恳求
entreaty,"n.恳求,乞求"
supplication,"n.恳求,祈愿,哀求"
insipid,"adj.没有味道的,平淡的"
bland,"adj.温和的,柔和的,乏味的,冷漠的,刺激性少的"
nebulous,"adj.星云的,云雾状的,模糊的,朦胧的"
vague,"adj.含糊的,不清楚的,茫然的,暧昧的"
aberrant,adj.异常的
anomalous,"adj.不规则的,反常的"
requisite,"adj.需要的,必不可少的,必备的n.必需品"
essential,"adj.本质的,实质的,基本的,提炼的,精华的n.本质,实质,要素,要点"
strenuous,"adj.奋发的,使劲的,紧张的,热烈的,艰辛发奋的"
vigorous,"adj.精力旺盛的,有力的,健壮的"
deviate,"vi.背离,偏离v.偏离"
mislead,vt.误导
prodigious,adj.巨大的
preternatural,adj.超自然的
ailment,"n.疾病(尤指微恙),不宁,不安"
illness,"n.疾病,生病"
cavalier,"n.骑士,武士,对女人献殷勤,有礼貌的绅士"
capricious,adj.反复无常的
deflect,"v.(使)偏斜,(使)偏转"
shrug off,
amass,"vt.收集,积聚(尤指财富)"
glean,"v.拾落穗,收集"
somber,"adj.阴森的,昏暗的,阴天的,忧郁的"
solemn,"adj.庄严的,隆重的,严肃的"
profound,"adj.深刻的,意义深远的,渊博的,造诣深的"
trenchant,adj.锋利的
oscillate,v.振荡
waver,"n.动摇,开始退让,踌躇,挥动者vi.摇摆,颤抖,摆动,摇曳,犹豫"
hiatus,"n.裂缝,脱落"
break,"n.休息,暂停,破裂,突变v.打破,违犯,折断,削弱,超过,突变"
vertiginous,"adj.旋转的,眩晕的,眼花的,迅速变化的,不稳定的"
dizzying,"adj.令人昏乱的,灿烂的"
steadfast,adj.坚定的
unfaltering,"adj.稳步的,坚决的,专心的"
abiding,v.容忍;adj.持久的
stable,adj.稳定的
crestfallen,adj.垂头丧气的
disgruntle,vt.使不高兴
resemble,"vt.象,类似"
homogeneity,"n.同种,同质,同次性"
mirth,"n.欢笑,高兴"
jovial,"adj.快活的,高兴的,愉快的,[宗](主神)朱庇特的"
jovial,"adj.快活的,高兴的,愉快的,[宗](主神)朱庇特的"
mirthful,"adj.愉快的,高兴的"
cajole,"vt.以甜言蜜语哄骗,勾引"
coax,"v.哄,耐心使..."
proscribe, 禁止
forbid,"vt.禁止,不许v.禁止"
enjoin,"vt.吩咐,命令,嘱咐,<主美>禁止"
sumptuous,"adj.奢侈的,华丽的"
lavish,"adj.非常大方的,过分丰富的,浪费的vt.浪费,滥用,慷慨给予"
abet,"vt.教唆,煽动,帮助,支持"
instigate,v.鼓动
anodyne,"n.止痛剂,镇痛剂adj.止痛的"
benign,"adj.(病)良性的,(气候)良好的,仁慈的,和蔼的"
credulous,adj.轻信的
trusting,"adj.信任的,信赖的"
burgeon,n.嫩芽v.萌芽
expansion,"n.扩充,开展,膨胀,扩张物,辽阔,浩瀚"
flourish,"vi.繁荣,茂盛,活跃,手舞足蹈,兴旺,处于旺盛时期vt.挥动,夸耀n.茂盛,兴旺,华饰,繁荣"
snub,"n.故意怠慢,斥责v.故意怠慢,责骂,压熄(香烟等),冷落慢待"
slight,"adj.轻微的,微小的"
trenchant,adj.锋利的
profound,"adj.深刻的,意义深远的,渊博的,造诣深的"
incisive,"adj.深刻的,尖锐的,激烈的"
instigate,v.鼓动
abet,"vt.教唆,煽动,帮助,支持"
fusty,"adj.旧式的,霉臭的,陈腐的,古板的"
obsolete,"adj.荒废的,陈旧的n.废词,陈腐的人"
outmoded,adj.过时的
boisterous,"adj.狂暴的,喧闹的"
uproarious,adj.骚动的
ancillary,"adj.补助的,副的"
supplementary,"n.(supplementaries) 增补者,增补物adj.附助的"
hasty,"adj.匆忙的,草率的"
impulsive,adj.冲动的
rapid,"adj.迅速的,飞快的,险峻的n.急流,高速交通工具,高速交通网"
budding,"adj.萌芽的,发育的,少壮的n.发芽"
nascent,adj.初生的
rescind,v.废除
abrogate,"vt.废除,取消"
subterfuge,n.托词
chicanery,"n.强辩,强词夺理,狡辩,欺骗"
surfeit,"n.过食,过度,恶心vt.使饮食过度,使沉溺于vi.饮食过度"
glut,v.充斥
plethora,"n.过剩,过多,多血症"
transitory,adj.短时间的
ephemeral,"adj.朝生暮死的,短暂的,短命的"
evanescent,"adj.渐消失的,易消散的,会凋零的"
prolix,"adj.冗长的,说话罗嗦的"
verbose,"adj.详细的,冗长的"
long-winded,
chastise,"vt.严惩,惩罚"
castigate,v.严惩
malodor,n.恶臭
noisome,"adj.有害的,有毒的"
senescence,"n.老朽,衰老"
decrepitude,"n.衰老,老朽,老耄"
decrepitude,"n.衰老,老朽,老耄"
senescence,"n.老朽,衰老"
commiserate,"v.怜悯,同情"
sympathize,"vi.同情,共鸣,同感,同意,吊唁"
expostulate,"vi.劝诫,忠告"
remonstrate,v.抗议
verbose,"adj.详细的,冗长的"
prolix,"adj.冗长的,说话罗嗦的"
long-winded,
enamor,"vt.使倾心,使迷恋"
favor,"n.好感,宠爱,关切,欢心,好意,喜爱vt.支持,赞成,照顾,促成,象,喜欢,证实,赐予"
captivated,
hooked on,
prophylactic,"adj.预防疾病的n.预防药,避孕药"
preventive,adj.预防性的
pilfer,"v.盗,偷,窃"
appropriation,"n.据为己有,占有,挪用(只指定用途的一笔),拨款"
constrict,v.压缩
constrain,"vt.强迫,抑制,拘束"
imbibe,v.吸收
quaff,"v.一口气喝干,大口地喝n.一饮而尽,痛饮"
quaff,"v.一口气喝干,大口地喝n.一饮而尽,痛饮"
imbibe,v.吸收
